t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,Tc,Vpz,Vms,gamma_dot,tau,mu_en_bal,mu_current_relation
1507719211.1,161.072,387.496,308.66,309.744,311.249,310.386,2.552,0.032,1.78721149267e-05,0.106451612903,0.459457720798,384.940961018,383.922131211,2.76861784946e-06,0.997353282945
1507719211.11,161.072,387.496,308.66,309.744,311.249,310.386,2.603,0.0,1.81957415073e-05,0.0,0.457399689046,378.962984176,390.874157149,2.84483558953e-06,1.0314309668
1507719211.12,161.072,637.561,308.66,309.744,308.547,308.039,2.61,0.058,1.85104311463e-05,0.154838709677,0.455387316392,373.037893568,397.634203029,2.92398067338e-06,1.06593514998
1507719211.13,318.134,637.561,303.349,307.926,308.547,308.039,2.577,0.0,1.88157607434e-05,0.0,0.453422045025,367.167596149,404.193179968,3.00616728686e-06,1.10084109874
1507719211.14,318.134,637.561,303.349,307.926,308.547,308.039,2.552,0.032,1.91114536359e-05,0.0709677419355,0.451505284644,361.353899423,410.545144797,3.09151469058e-06,1.13613038479
1507719211.16,318.134,637.561,303.349,307.926,308.547,308.039,2.552,0.016,1.93973219302e-05,0.0838709677419,0.449638413245,355.598516689,416.686061262,3.18014707189e-06,1.17178796228
1507719211.17,318.134,313.499,303.349,307.926,303.994,308.039,2.555,0.0,1.96731949298e-05,0.0,0.447822777558,349.903070152,422.612262519,3.27219330109e-06,1.20779809773
1507719211.18,285.639,313.499,309.98,302.755,303.994,299.384,2.558,0.058,1.99388881028e-05,0.145161290323,0.446059692172,344.269091363,428.319784523,3.36778688052e-06,1.2441424318
1507719211.19,285.639,313.499,309.98,302.755,303.994,299.384,2.542,0.0,2.01942002589e-05,0.0,0.444350437017,338.698020211,433.804305383,3.46706603855e-06,1.28079964894
1507719211.21,285.639,313.499,309.98,302.755,303.994,299.384,2.561,0.032,2.04389096798e-05,0.0709677419355,0.442696254828,333.191204771,439.061062223,3.57017379818e-06,1.3177450543
1507719211.22,285.639,313.499,309.98,302.755,304.496,299.384,2.565,0.013,2.06727738426e-05,0.0806451612903,0.441098350197,327.749902782,444.084845259,3.67725803825e-06,1.3549503493
1507719211.23,301.404,313.499,303.312,303.399,304.496,307.687,2.555,0.0,2.08955448612e-05,0.0,0.439557889596,322.375283813,448.870329496,3.78847163329e-06,1.39238444147
1507719211.24,301.404,312.013,303.312,303.399,304.496,307.687,2.555,0.058,2.11069810262e-05,0.145161290323,0.438076000706,317.068431544,453.412322618,3.90397256263e-06,1.43001408374
1507719211.25,301.404,312.013,303.312,303.399,304.496,307.687,2.571,0.0,2.13068444569e-05,0.0,0.436653771094,311.830346078,457.705714562,4.02392391881e-06,1.46780363207
1507719211.26,301.404,312.013,303.312,303.399,304.496,307.687,2.59,0.045,2.14949134382e-05,0.116129032258,0.435292247506,306.66194615,461.745742529,4.14849400182e-06,1.50571581615
1507719211.28,301.404,312.013,292.529,303.399,291.545,293.375,2.565,0.0,2.16710184277e-05,0.041935483871,0.433992434833,301.564071183,465.528764468,4.27785657487e-06,1.5437142848
1507719211.29,509.789,312.013,292.529,290.979,291.545,293.375,2.587,0.0,2.18350684819e-05,0.0,0.432755292547,296.537483412,469.052826769,4.41219104937e-06,1.58176572274
1507719211.3,509.789,351.69,292.529,290.979,291.545,293.375,2.548,0.042,2.19870490264e-05,0.129032258065,0.431581731469,291.582870836,472.317616347,4.55168244864e-06,1.61984006465
1507719211.31,509.789,351.69,292.529,290.979,291.545,293.375,2.6,0.0,2.21270078402e-05,0.0,0.430472614695,286.70085105,475.324159574,4.69652126702e-06,1.65790983122
1507719211.32,509.789,351.69,292.529,290.979,291.756,289.414,2.552,0.055,2.22550520323e-05,0.145161290323,0.429428759379,281.891974729,478.074757325,4.84690338373e-06,1.69595022272
1507719211.33,321.006,351.69,287.925,289.67,291.756,289.414,2.535,0.0,2.23713398934e-05,0.00322580645161,0.42845093621,277.156727803,480.572809941,5.00302991565e-06,1.73393882137
1507719211.35,321.006,351.69,287.925,289.67,291.756,289.414,2.542,0.013,2.24760336175e-05,0.0322580645161,0.427539868523,272.495532199,482.821801615,5.1651067485e-06,1.77185217577
1507719211.36,321.006,351.69,287.925,289.67,291.756,289.414,2.574,0.029,2.25692514674e-05,0.1,0.426696232049,267.908745909,484.824272825,5.33334400111e-06,1.80966198464
1507719211.37,321.006,292.905,287.925,289.67,291.756,289.414,2.561,0.0,2.26510785774e-05,0.0,0.425920653974,263.396663551,486.582052393,5.50795588412e-06,1.84733567173
1507719211.38,321.006,292.905,285.748,289.67,277.203,283.871,2.584,0.055,2.27216127971e-05,0.154838709677,0.425213710364,258.959517505,488.09724229,5.68916081961e-06,1.88483994329
1507719211.39,256.586,292.905,285.748,279.82,277.203,283.871,2.561,0.0,2.27809981742e-05,0.0,0.424575919036,254.597478915,489.372936892,5.87718142299e-06,1.92214368728
1507719211.4,256.586,292.905,285.748,279.82,277.203,283.871,2.555,0.039,2.28294308515e-05,0.0935483870968,0.424007727597,250.310658433,490.413349668,6.0722441673e-06,1.95921880729
1507719211.42,256.586,292.905,285.748,279.82,277.203,283.871,2.568,0.01,2.28671409664e-05,0.0677419354839,0.423509507912,246.099107048,491.223424341,6.27457885163e-06,1.99603903579
1507719211.43,256.586,292.905,285.748,279.82,292.152,284.577,2.555,0.0,2.28943749187e-05,0.0,0.423081563086,241.962817327,491.808453984,6.4844181722e-06,2.03257863922
1507719211.44,289.621,292.905,281.993,286.763,292.152,284.577,2.565,0.045,2.29113920791e-05,0.138709677419,0.422724134727,237.901725132,492.1740103,6.7019973794e-06,2.06881227964
1507719211.45,289.621,277.722,281.993,286.763,292.152,284.577,2.581,0.0,2.29184710684e-05,0.0,0.422437403413,233.915711617,492.326078517,6.92755388417e-06,2.10471573334
1507719211.46,289.621,277.722,281.993,286.763,292.152,284.577,2.545,0.052,2.29159226613e-05,0.132258064516,0.422221488184,230.004605187,492.271334584,7.16132689412e-06,2.14026729675
1507719211.48,289.621,277.722,281.993,286.763,292.152,284.577,2.561,0.0,2.29040884348e-05,0.0193548387097,0.42207644731,226.168183194,492.017116127,7.4035568995e-06,2.17544797495
1507719211.49,289.621,277.722,273.234,286.763,272.885,272.158,2.552,0.003,2.288331789e-05,0.00322580645161,0.422002278697,222.4061734,491.570931002,7.65448486029e-06,2.21023959672
1507719211.5,504.422,277.722,273.234,271.424,272.885,272.158,2.59,0.035,2.28539605921e-05,0.116129032258,0.421998919623,218.718255541,490.940288438,7.91435147245e-06,2.24462419575
1507719211.51,504.422,345.32,273.234,271.424,272.885,272.158,2.571,0.0,2.28163943652e-05,0.0,0.42206624547,215.10406379,490.133304713,8.18339675997e-06,2.27858691313
1507719211.52,504.422,345.32,273.234,271.424,272.885,272.158,2.552,0.061,2.27710551034e-05,0.154838709677,0.422204067779,211.563190239,489.159343539,8.46185960008e-06,2.31211933884
1507719211.53,504.422,345.32,273.234,271.424,272.885,272.158,2.571,0.0,2.27184294989e-05,0.0,0.422412132927,208.095188139,488.02885986,8.74997674672e-06,2.34521934037
1507719211.55,318.215,345.32,268.135,271.424,260.91,268.058,2.529,0.026,2.26590240715e-05,0.0612903225806,0.42269012175,204.69957371,486.752734545,9.04798154682e-06,2.37788836451
1507719211.56,318.215,345.32,268.135,263.357,260.91,268.058,2.532,0.019,2.2593326843e-05,0.0870967741935,0.42303764913,201.375826348,485.341451097,9.35610255206e-06,2.41012766974
1507719211.57,318.215,345.32,268.135,263.357,260.91,268.058,2.532,0.0,2.25217593456e-05,0.0,0.423454262593,198.123388002,483.804064714,9.67456190424e-06,2.44193312861
1507719211.58,318.215,345.32,268.135,263.357,260.91,268.058,2.526,0.055,2.24446407552e-05,0.132258064516,0.423939440223,194.941663155,482.147431815,1.00035736931e-05,2.47329085025
1507719211.59,318.215,179.156,268.135,263.357,270.714,268.058,2.542,0.0,2.23621780059e-05,0.0,0.424492589198,191.830019508,480.375997679,1.03433425544e-05,2.50417530536
1507719211.61,222.889,179.156,262.11,262.412,270.714,261.525,2.542,0.023,2.22744735611e-05,0.0516129032258,0.425113053003,188.787788104,478.491963387,1.06940627962e-05,2.53454933813
1507719211.62,222.889,179.156,262.11,262.412,270.714,261.525,2.558,0.026,2.2181547265e-05,0.0935483870968,0.425800135059,185.814262457,476.495755228,1.10559183983e-05,2.56436588305
1507719211.63,222.889,179.156,262.11,262.412,270.714,261.525,2.594,0.0,2.2083376854e-05,0.0,0.426553117501,182.908697789,474.386894942,1.14290834598e-05,2.59357209732
1507719211.64,222.889,179.156,262.11,262.412,270.714,261.525,2.555,0.058,2.19799554166e-05,0.151612903226,0.427371253547,180.07031131,472.165234058,1.18137224064e-05,2.6221159425
1507719211.65,222.889,179.156,262.11,262.412,262.228,261.525,2.581,0.0,2.18713316023e-05,0.0,0.428253753409,177.298283196,469.831817646,1.22099898239e-05,2.64995130903
1507719211.66,259.75,179.156,261.461,264.616,262.228,256.946,2.529,0.045,2.17576039871e-05,0.112903225806,0.429199782039,174.591757719,467.388763278,1.26180298492e-05,2.67703796207
1507719211.68,259.75,260.887,261.461,264.616,262.228,256.946,2.565,0.0,2.16388852083e-05,0.0483870967742,0.430208461928,171.94984461,464.838490591,1.30379751007e-05,2.70333766015
1507719211.69,259.75,260.887,261.461,264.616,262.228,256.946,2.565,0.0,2.15152747231e-05,0.0,0.431278876784,169.371620908,462.183136085,1.34699457007e-05,2.72881096377
1507719211.7,259.75,260.887,261.461,264.616,262.228,256.946,2.561,0.045,2.13868664776e-05,0.125806451613,0.432410075906,166.856132961,459.424717873,1.3914049055e-05,2.75341822756
1507719211.71,259.75,260.887,261.461,264.616,254.564,256.946,2.555,0.0,2.12537671031e-05,0.0,0.433601078259,164.402398002,456.565526572,1.4370380061e-05,2.77712206222
1507719211.72,509.892,260.887,253.782,254.272,254.564,255.55,2.584,0.058,2.11161001858e-05,0.148387096774,0.434850876572,162.009405588,453.608217015,1.48390212054e-05,2.79988816309
1507719211.74,509.892,260.887,253.782,254.272,254.564,255.55,2.584,0.0,2.09740229246e-05,0.0,0.436158440749,159.67611993,450.556166088,1.53200429282e-05,2.82168784089
1507719211.75,509.892,217.256,253.782,254.272,254.564,255.55,2.571,0.019,2.08277605861e-05,0.041935483871,0.43752272737,157.40148287,447.414212887,1.5813504718e-05,2.8425031628
1507719211.76,509.892,217.256,253.782,254.272,254.564,255.55,2.565,0.026,2.06776189564e-05,0.0935483870968,0.438942702374,155.18441595,444.188926194,1.63194565962e-05,2.86232946443
1507719211.77,509.892,6941.147,253.782,254.272,254.078,255.55,2.581,0.0,2.05239686465e-05,0.0,0.440417354671,153.023831642,440.888267336,1.68379377723e-05,2.88117388387
1507719211.78,256.244,6941.147,255.288,255.01,254.078,255.367,2.555,0.058,2.03672328775e-05,0.158064516129,0.441945679796,150.918675037,437.521327793,1.73689667265e-05,2.89905359748
1507719211.79,256.244,6941.147,255.288,255.01,254.078,255.367,2.539,0.0,2.02078727645e-05,0.0,0.443526656445,148.867985281,434.098013067,1.79125235581e-05,2.9159930676
1507719211.81,256.244,6941.147,255.288,255.01,254.078,255.367,2.548,0.042,2.00463476344e-05,0.106451612903,0.445159237484,146.870935552,430.628190249,1.84685333243e-05,2.9320177517
1507719211.82,256.244,6941.147,255.288,255.01,254.078,255.367,2.523,0.003,1.98830697192e-05,0.0548387096774,0.446842347699,144.926842692,427.120714752,1.90368541008e-05,2.94714703513
1507719211.83,256.244,298.769,255.288,255.01,253.833,255.367,2.561,0.0,1.97183786112e-05,0.0,0.448574880551,143.035157375,423.582881572,1.96172693848e-05,2.96138997815
1507719211.84,227.046,298.769,252.918,251.712,253.833,255.842,2.558,0.052,1.95525464627e-05,0.135483870968,0.450355694907,141.195423863,420.020536983,2.02094900439e-05,2.97474610359
1507719211.85,227.046,571.623,252.918,251.712,253.833,255.842,2.577,0.0,1.93858159252e-05,0.0,0.452183613707,139.407219532,416.438893539,2.08131658584e-05,2.98721181685
1507719211.86,227.046,571.623,252.918,251.712,253.833,255.842,2.548,0.055,1.92184411903e-05,0.145161290323,0.454057423571,137.670115995,412.843411683,2.14278949387e-05,2.99878741803
1507719211.88,227.046,571.623,252.918,251.712,253.833,255.842,2.542,0.0,1.90506928382e-05,0.00645161290323,0.455975873099,135.983671895,409.239903923,2.2053224811e-05,3.00947825734
1507719211.89,227.046,571.623,252.918,251.712,254.445,255.842,2.594,0.016,1.88828388475e-05,0.0322580645161,0.457937669857,134.347435228,405.634126872,2.26886501902e-05,3.01929192904
1507719211.9,252.05,571.623,253.622,253.892,254.445,254.928,2.587,0.026,1.87151626538e-05,0.0967741935484,0.459941477338,132.760944478,402.03216919,2.33336125659e-05,3.02824125552
1507719211.91,252.05,252.781,253.622,253.892,254.445,254.928,2.552,0.0,1.85480147903e-05,0.0,0.461985912885,131.223728953,398.441560903,2.39875017773e-05,3.03635298341
1507719211.92,252.05,252.781,253.622,253.892,254.445,254.928,2.584,0.058,1.83818262487e-05,0.154838709677,0.464069553649,129.735307708,394.871560411,2.46496576855e-05,3.04367074305
1507719211.93,252.05,252.781,253.622,253.892,254.445,254.928,2.542,0.0,1.82170811062e-05,0.0,0.466190957024,128.29518737,391.332566481,2.53193720361e-05,3.05025133447
1507719211.95,252.05,252.781,253.622,253.892,254.445,254.928,2.574,0.039,1.80542919225e-05,0.1,0.468348673662,126.902860814,387.835589734,2.59958902495e-05,3.05616112393
1507719211.96,252.05,252.781,245.338,253.892,239.984,245.375,2.542,0.0,1.78939840621e-05,0.058064516129,0.470541231804,125.557807191,384.391915851,2.66784118139e-05,3.06147363075
1507719211.97,429.0,252.781,245.338,244.034,239.984,245.375,2.568,0.0,1.77366848342e-05,0.0,0.472767115178,124.259492548,381.012872292,2.73660904613e-05,3.06626773117
1507719211.98,429.0,226.06,245.338,244.034,239.984,245.375,2.526,0.055,1.75829123648e-05,0.138709677419,0.475024755358,123.00737105,377.709589249,2.8058035088e-05,3.07062565458
1507719211.99,429.0,226.06,245.338,244.034,239.984,245.375,2.51,0.0,1.74331431117e-05,0.0,0.477312530228,121.800886682,374.492301811,2.87533100224e-05,3.07462705743
1507719212.0,429.0,226.06,245.338,244.034,239.984,245.375,2.561,0.055,1.7287761265e-05,0.135483870968,0.479628762113,120.639474482,371.369263007,2.94509346637e-05,3.0783395286
1507719212.02,319.665,226.06,244.709,244.034,250.669,244.647,2.577,0.0,1.71470540948e-05,0.0193548387097,0.481971716538,119.522560963,368.346643866,3.01498857602e-05,3.08181686284
1507719212.03,319.665,226.06,244.709,245.515,250.669,244.647,2.542,0.006,1.70112721826e-05,0.0129032258065,0.484339601306,118.449563919,365.429827288,3.08491036011e-05,3.08510909789
1507719212.05,319.665,226.06,244.709,245.515,250.669,244.647,2.574,0.0,1.68806757068e-05,0.0,0.486730565887,117.419891954,362.624402328,3.15474984752e-05,3.08827061831
1507719212.06,319.665,298.798,244.709,245.515,250.669,244.647,2.539,0.065,1.67555338472e-05,0.135483870968,0.489142702744,116.432944423,359.936151406,3.22439553007e-05,3.09136003723
1507719212.08,319.665,298.798,244.709,245.515,242.572,241.026,2.542,0.0,1.66361064045e-05,0.0322580645161,0.491574051887,115.488112124,357.370655462,3.29373374439e-05,3.09443672504
1507719212.09,234.298,298.798,236.84,241.51,242.572,241.026,2.526,0.003,1.65226117357e-05,0.0,0.494022605756,114.584778148,354.932605164,3.36264898618e-05,3.09755458709
1507719212.1,234.298,298.798,236.84,241.51,242.572,241.026,2.519,0.039,1.64151843548e-05,0.122580645161,0.496486310835,113.722317997,352.62489009,3.43102418687e-05,3.10075362778
1507719212.11,234.298,298.798,236.84,241.51,242.572,241.026,2.545,0.0,1.6313843112e-05,0.0,0.498963067981,112.900099083,350.447915173,3.49874107322e-05,3.10405321181
1507719212.12,234.298,298.798,236.84,241.51,242.572,241.026,2.555,0.061,1.62184935265e-05,0.154838709677,0.501450742408,112.117480455,348.399650812,3.56568078515e-05,3.10745166049
1507719212.14,234.298,298.798,236.84,241.51,244.439,241.026,2.542,0.0,1.61289628342e-05,0.0,0.503947190442,111.373812982,346.476385751,3.6317248079e-05,3.11093224228
1507719212.15,243.922,298.798,250.694,245.351,244.439,240.843,2.568,0.029,1.60450333714e-05,0.0645161290323,0.506450278203,110.668439715,344.67344422,3.69675586565e-05,3.11446917575
1507719212.16,243.922,249.763,250.694,245.351,244.439,240.843,2.539,0.016,1.59664593586e-05,0.0838709677419,0.508957877066,110.000696298,342.985546477,3.76065856113e-05,3.11803068545
1507719212.17,243.922,249.763,250.694,245.351,244.439,240.843,2.558,0.0,1.58929711394e-05,0.0,0.511467867456,109.369911205,341.406899862,3.82332001209e-05,3.12157974803
1507719212.18,243.922,249.763,250.694,245.351,244.439,240.843,2.545,0.055,1.58242692179e-05,0.145161290323,0.513978151341,108.775405728,339.931070715,3.88463050132e-05,3.12507288242
1507719212.19,243.922,249.763,250.694,245.351,242.377,240.843,2.577,0.0,1.57600253748e-05,0.0,0.516486650578,108.21649396,338.551008353,3.94448404407e-05,3.1284603295
1507719212.21,458.197,433.624,241.932,245.351,242.377,247.471,2.539,0.052,1.5699897812e-05,0.125806451613,0.518991312972,107.692483559,337.259370394,4.00277902779e-05,3.13168903947
1507719212.22,458.197,433.624,241.932,239.467,242.377,247.471,2.555,0.0,1.56435364835e-05,0.0387096774194,0.521490124774,107.202678381,336.04863728,4.05941867305e-05,3.13470374393
1507719212.23,458.197,789.184,241.932,239.467,242.377,247.471,2.526,0.0,1.55905632228e-05,0.0,0.523981098722,106.746382856,334.910685379,4.11431094381e-05,3.13744294111
1507719212.24,458.197,789.184,241.932,239.467,242.377,247.471,2.552,0.042,1.5540542955e-05,0.122580645161,0.526462252129,106.322906757,333.836168575,4.16736819571e-05,3.13983297445
1507719212.25,458.197,789.184,241.932,239.467,242.377,247.471,2.597,0.0,1.54929844393e-05,0.0,0.528931597501,105.931569249,332.814534214,4.2185070938e-05,3.14178801065
1507719212.26,458.197,494.969,247.643,239.467,243.037,247.426,2.558,0.055,1.54473921785e-05,0.151612903226,0.531387139282,105.571700793,331.835138211,4.26764904368e-05,3.14322053843
1507719212.28,322.622,494.969,247.643,250.92,243.037,247.426,2.561,0.0,1.54033170311e-05,0.0,0.533826870271,105.24264189,330.888332273,4.31472084908e-05,3.14405193873
1507719212.29,322.622,494.969,247.643,250.92,243.037,247.426,2.548,0.029,1.53603487159e-05,0.0612903225806,0.5362487687,104.943739792,329.965302894,4.3596551279e-05,3.14421139888
1507719212.3,322.622,494.969,247.643,250.92,243.037,247.426,2.565,0.016,1.5318082231e-05,0.0838709677419,0.538650796613,104.674345708,329.057349972,4.40239049096e-05,3.14362939405
1507719212.31,322.622,289.179,247.643,250.92,243.037,247.426,2.584,0.0,1.52761131943e-05,0.0,0.541030897924,104.433813404,328.155786722,4.44287177146e-05,3.14223694438
1507719212.32,322.622,289.179,249.149,250.92,251.948,248.851,2.584,0.058,1.52340718995e-05,0.145161290323,0.543386994867,104.221497862,327.252671251,4.48105048046e-05,3.13997282675
1507719212.33,248.793,289.179,249.149,248.933,251.948,248.851,2.539,0.0,1.5191655617e-05,0.0,0.545716992509,104.036753431,326.341500434,4.51688534038e-05,3.13679050596
1507719212.35,248.793,289.179,249.149,248.933,251.948,248.851,2.513,0.048,1.51485976315e-05,0.116129032258,0.548018801328,103.878932285,325.416544789,4.55034245694e-05,3.13265199817
1507719212.36,248.793,289.179,249.149,248.933,251.948,248.851,2.535,0.0,1.5104578257e-05,0.0354838709677,0.550290363698,103.74738355,324.470936946,4.58139498813e-05,3.12750958958
1507719212.37,248.793,289.179,249.149,248.933,251.948,248.851,2.545,0.0,1.50591614853e-05,0.0,0.55252966816,103.64145292,323.495310733,4.61002278943e-05,3.12129270306
1507719212.38,248.793,289.179,254.232,248.933,255.52,255.253,2.603,0.035,1.50118162842e-05,0.122580645161,0.554734748562,103.560482613,322.478258718,4.6362124759e-05,3.11391228178
1507719212.39,253.841,254.751,254.232,255.562,255.52,255.253,2.584,0.0,1.49620051183e-05,0.0,0.556903674493,103.503811476,321.408233762,4.65995786922e-05,3.10527920835
1507719212.41,253.841,254.751,254.232,255.562,255.52,255.253,2.545,0.048,1.49092611508e-05,0.106451612903,0.559034556481,103.47077501,320.275207454,4.68126047508e-05,3.09532046534
1507719212.42,253.841,254.751,254.232,255.562,255.52,255.253,2.577,0.003,1.4853188559e-05,0.0548387096774,0.561125558953,103.46070528,319.070676874,4.70012942932e-05,3.08397933312
1507719212.43,253.841,254.751,254.232,255.562,255.52,255.253,2.548,0.0,1.47934223692e-05,0.0,0.563174899055,103.47293081,317.786801795,4.71658097102e-05,3.07120711967
1507719212.44,253.841,254.751,255.362,255.562,254.289,254.756,2.574,0.045,1.47296088405e-05,0.132258064516,0.565180854177,103.506776549,316.415983287,4.73063810028e-05,3.05695910778
1507719212.45,429.518,254.751,255.362,256.017,254.289,254.756,2.539,0.0,1.46614004218e-05,0.0,0.567141776898,103.561564137,314.950755383,4.74233035209e-05,3.0411934969
1507719212.47,429.518,237.808,255.362,256.017,254.289,254.756,2.568,0.055,1.45884455455e-05,0.145161290323,0.569056093887,103.636612947,313.383565842,4.75169328983e-05,3.0238692382
1507719212.48,429.518,237.808,255.362,256.017,254.289,254.756,2.613,0.0,1.45103951323e-05,0.00645161290323,0.570922311603,103.73124158,311.706915872,4.75876812099e-05,3.00494731505
1507719212.49,429.518,467.273,255.362,256.017,264.517,254.756,2.555,0.01,1.44269497371e-05,0.0193548387097,0.572739028455,103.844769136,309.914372902,4.76360168641e-05,2.98440042269
1507719212.5,318.905,467.273,265.84,256.017,264.517,264.103,2.542,0.032,1.43378880486e-05,0.112903225806,0.574504922806,103.976516682,308.001182807,4.76624606382e-05,2.96221870703
1507719212.51,318.905,467.273,265.84,260.344,264.517,264.103,2.542,0.0,1.42430177907e-05,0.0,0.576218732945,104.125808844,305.963215182,4.76675748235e-05,2.93839940913
1507719212.52,318.905,467.273,265.84,260.344,264.517,264.103,2.581,0.061,1.41421166184e-05,0.154838709677,0.577879251891,104.29197442,303.795693695,4.76519537657e-05,2.91293453197
1507719212.54,318.905,467.273,265.84,260.344,264.517,264.103,2.552,0.0,1.40349364997e-05,0.0,0.579485328957,104.474346169,301.493290216,4.76162206847e-05,2.88581169705
1507719212.55,318.905,332.498,265.84,260.344,272.449,264.103,2.577,0.029,1.39212377958e-05,0.0709677419355,0.581035871279,104.672260437,299.050856912,4.7561026994e-05,2.85702110246
1507719212.56,248.731,332.498,272.955,280.489,272.449,267.752,2.577,0.016,1.38008107483e-05,0.0870967741935,0.582529845048,104.88505625,296.46388783,4.74870511657e-05,2.82655984018
1507719212.57,248.731,635.886,272.955,280.489,272.449,267.752,2.565,0.0,1.3673491503e-05,0.0,0.583966275815,105.112074282,293.728863116,4.73949972562e-05,2.79443503634
1507719212.58,248.731,635.886,272.955,280.489,272.449,267.752,2.577,0.055,1.35391713219e-05,0.148387096774,0.58534424849,105.352657503,290.843446903,4.72855914446e-05,2.76066550001
1507719212.59,248.731,635.886,272.955,280.489,272.449,267.752,2.552,0.0,1.33977903621e-05,0.0,0.58666290615,105.606153451,287.806353664,4.71595759397e-05,2.7252801495
1507719212.61,283.516,635.886,285.241,280.489,284.176,291.971,2.535,0.045,1.32493134446e-05,0.116129032258,0.587921446693,105.871916078,284.6168277,4.70177019246e-05,2.68831280517
1507719212.62,283.516,286.883,285.241,285.671,284.176,291.971,2.581,0.0,1.30936945642e-05,0.0483870967742,0.589119118846,106.149306098,281.273880742,4.68607231663e-05,2.64979481339
1507719212.63,283.516,286.883,285.241,285.671,284.176,291.971,2.59,0.0,1.29308778954e-05,0.0,0.590255218769,106.437689527,277.77631357,4.66893942884e-05,2.60975519859
1507719212.64,283.516,286.883,285.241,285.671,284.176,291.971,2.548,0.045,1.27608444708e-05,0.132258064516,0.591329087631,106.736434908,274.123718729,4.65044738791e-05,2.56823004221
1507719212.65,283.516,286.883,285.241,285.671,284.982,284.663,2.535,0.0,1.2583622317e-05,0.0,0.59234011919,107.044911188,270.316698281,4.63067251195e-05,2.52526435195
1507719212.67,283.516,286.883,283.995,285.834,284.982,284.663,2.606,0.058,1.23992453862e-05,0.145161290323,0.593287786028,107.362487031,266.355981572,4.60969129327e-05,2.48090360923
1507719212.68,434.721,265.004,283.995,285.834,284.982,284.663,2.565,0.0,1.2207754046e-05,0.00322580645161,0.594171660293,107.688530829,262.242435765,4.58758033281e-05,2.43519373649
1507719212.69,434.721,265.004,283.995,285.834,284.982,284.663,2.555,0.013,1.20092372025e-05,0.0290322580645,0.594991403603,108.022411316,257.977970706,4.56441629332e-05,2.38818933556
1507719212.7,458.434,2613.274,283.995,285.834,293.398,284.663,2.558,0.029,1.1803830281e-05,0.106451612903,0.595746747352,108.363502296,253.56549555,4.5402751203e-05,2.33995293783
1507719212.71,458.434,2613.274,295.346,295.126,293.398,293.479,2.6,0.0,1.15916896434e-05,0.0,0.596437485957,108.711198024,249.008369209,4.51523035125e-05,2.29054939817
1507719212.72,458.434,2613.274,295.346,295.126,293.398,293.479,2.555,0.061,1.13730084718e-05,0.158064516129,0.597063475906,109.064935476,244.310741548,4.48935130242e-05,2.24004846728
1507719212.74,458.434,2613.274,295.346,295.126,293.398,293.479,2.539,0.0,1.11480321644e-05,0.0,0.597624634182,109.424209157,239.477884118,4.46270197367e-05,2.18852743797
1507719212.75,458.434,331.476,295.346,295.126,293.398,293.479,2.574,0.035,1.09170248938e-05,0.0838709677419,0.598120936094,109.788571297,234.515471777,4.43534086579e-05,2.13606451935
1507719212.76,458.434,331.476,300.457,295.126,298.673,299.862,2.555,0.006,1.06802401933e-05,0.0741935483871,0.59855241159,110.157617707,229.428950837,4.40732199438e-05,2.08273341066
1507719212.77,256.669,331.476,300.457,298.074,298.673,299.862,2.574,0.0,1.0437932834e-05,0.0,0.598919140988,110.530966322,224.22379419,4.37869673429e-05,2.02860611511
1507719212.79,256.669,331.476,300.457,298.074,298.673,299.862,2.561,0.055,1.01903778153e-05,0.135483870968,0.59922126002,110.908241915,218.905909274,4.34951521257e-05,1.97375691377
1507719212.8,256.669,331.476,300.457,298.074,298.673,299.862,2.542,0.0,9.93786977405e-06,0.0,0.599458981859,111.289070688,213.48162537,4.31982685486e-05,1.91826227004
1507719212.81,256.669,331.476,308.998,298.074,309.579,309.988,2.523,0.029,9.68069181247e-06,0.0709677419355,0.599632611438,111.673078974,207.957023972,4.28968031968e-05,1.86219477319
1507719212.82,308.788,310.149,308.998,312.155,309.579,309.988,2.581,0.019,9.4190731562e-06,0.0806451612903,0.599742528643,112.059893024,202.337029221,4.25912304343e-05,1.80561504889
1507719212.83,308.788,310.149,308.998,312.155,309.579,309.988,2.535,0.0,9.1531861439e-06,0.0,0.599789163507,112.449139409,196.625343231,4.22820097526e-05,1.74857134759
1507719212.84,308.788,310.149,308.998,312.155,309.579,309.988,2.548,0.052,8.88316840655e-06,0.141935483871,0.599772986507,112.840445459,190.824922542,4.1969586102e-05,1.69110394562
1507719212.86,308.788,310.149,307.446,312.155,307.257,306.61,2.545,0.0,8.60911938354e-06,0.0,0.599694506926,113.233439424,184.937903272,4.16543893335e-05,1.63324459818
1507719212.87,593.12,310.149,307.446,308.376,307.257,306.61,2.597,0.055,8.3310984347e-06,0.129032258065,0.599554270917,113.627750768,178.965560567,4.1336833702e-05,1.57501630858
1507719212.88,593.12,344.868,307.446,308.376,307.257,306.61,2.565,0.0,8.04916823862e-06,0.0258064516129,0.599352857963,114.023011737,172.909240866,4.10173194648e-05,1.51644162202
1507719212.89,593.12,344.868,307.446,308.376,307.257,306.61,2.568,0.006,7.76344455218e-06,0.0,0.599090876395,114.418859958,166.771430815,4.06962340991e-05,1.45755193572
