t,dr,cr,cr2a,cr2b,pv,fdr,fcr
1491855507.552778, 1.917, 1.827, 2.720, 2.678, 99, 1.917, 1.827 
1491855507.653450, 2.011, 1.814, 2.588, 2.581, 100, 2.011, 1.814 
1491855507.754235, 1.876, 1.808, 2.575, 2.562, 100, 1.876, 1.808 
1491855507.854903, 1.959, 1.808, 2.617, 2.597, 100, 1.959, 1.808 
1491855507.955564, 1.950, 1.805, 2.552, 2.630, 100, 1.950, 1.805 
1491855508.056223, 1.917, 1.805, 2.617, 2.630, 100, 1.917, 1.805 
1491855508.156881, 2.101, 1.830, 2.655, 2.675, 100, 2.101, 1.830 
1491855508.257538, 2.227, 1.843, 2.681, 2.617, 100, 2.227, 1.843 
1491855508.358236, 1.885, 1.879, 2.617, 2.617, 100, 1.885, 1.879 
1491855508.458904, 1.908, 1.830, 2.630, 2.617, 100, 1.908, 1.830 
1491855508.559565, 1.853, 1.805, 2.575, 2.601, 100, 1.853, 1.805 
1491855508.660239, 1.698, 1.876, 2.701, 2.655, 101, 1.698, 1.876 
1491855508.761024, 2.053, 1.840, 2.655, 2.691, 101, 2.053, 1.840 
1491855508.861689, 2.140, 1.843, 2.668, 2.655, 101, 2.140, 1.843 
1491855508.962351, 2.088, 1.830, 2.655, 2.665, 101, 2.088, 1.830 
1491855509.063149, 2.037, 1.843, 2.701, 2.723, 101, 2.037, 1.843 
1491855509.163816, 1.956, 1.853, 2.707, 2.707, 101, 1.956, 1.853 
1491855509.264471, 2.072, 1.859, 2.704, 2.701, 101, 2.072, 1.859 
1491855509.365136, 1.747, 1.876, 2.704, 2.588, 101, 1.747, 1.876 
1491855509.465847, 1.805, 1.885, 2.630, 2.604, 101, 1.805, 1.885 
1491855509.566508, 2.082, 1.830, 2.630, 2.617, 101, 2.082, 1.830 
1491855509.667176, 2.143, 1.818, 2.617, 2.639, 102, 2.143, 1.818 
1491855509.767958, 2.050, 1.805, 2.568, 2.604, 102, 2.050, 1.805 
1491855509.868629, 1.798, 1.808, 2.630, 2.588, 102, 1.798, 1.808 
1491855509.969291, 1.917, 1.830, 2.617, 2.617, 102, 1.917, 1.830 
1491855510.069950, 2.108, 1.824, 2.630, 2.597, 102, 2.108, 1.824 
1491855510.170612, 1.979, 1.866, 2.649, 2.617, 102, 1.979, 1.866 
1491855510.271263, 2.037, 1.866, 2.684, 2.617, 102, 2.037, 1.866 
1491855510.371932, 1.882, 1.850, 2.678, 2.633, 102, 1.882, 1.850 
1491855510.472615, 2.101, 1.847, 2.704, 2.701, 102, 2.101, 1.847 
1491855510.573273, 1.805, 1.840, 2.665, 2.655, 102, 1.805, 1.840 
1491855510.673944, 1.876, 1.847, 2.617, 2.565, 103, 1.876, 1.847 
1491855510.774727, 2.330, 1.850, 2.675, 2.659, 103, 2.330, 1.850 
1491855510.875391, 2.059, 1.805, 2.581, 2.633, 103, 2.059, 1.805 
1491855510.976130, 2.317, 1.818, 2.575, 2.581, 103, 2.317, 1.818 
1491855511.076794, 2.056, 1.879, 2.630, 2.588, 103, 2.056, 1.879 
1491855511.177459, 2.062, 1.840, 2.655, 2.678, 103, 2.062, 1.840 
1491855511.278118, 2.085, 1.805, 2.601, 2.691, 103, 2.085, 1.805 
1491855511.378790, 2.082, 1.824, 2.581, 2.601, 103, 2.082, 1.824 
1491855511.479453, 2.307, 1.888, 2.597, 2.617, 103, 2.307, 1.888 
1491855511.580126, 1.982, 1.859, 2.665, 2.701, 103, 1.982, 1.859 
1491855511.680798, 2.208, 1.879, 2.691, 2.565, 104, 2.208, 1.879 
1491855511.781576, 1.876, 1.805, 2.575, 2.630, 104, 1.876, 1.805 
1491855511.882242, 1.988, 1.830, 2.678, 2.597, 104, 1.988, 1.830 
1491855511.982905, 2.040, 1.805, 2.659, 2.707, 104, 2.040, 1.805 
1491855512.083564, 1.705, 1.824, 2.617, 2.562, 104, 1.705, 1.824 
1491855512.184222, 2.188, 1.843, 2.707, 2.681, 104, 2.188, 1.843 
1491855512.284877, 2.021, 1.805, 2.581, 2.601, 104, 2.021, 1.805 
1491855512.385544, 2.156, 1.850, 2.581, 2.604, 104, 2.156, 1.850 
1491855512.486204, 2.401, 1.843, 2.633, 2.691, 104, 2.401, 1.843 
1491855512.586869, 2.175, 1.805, 2.581, 2.607, 105, 2.175, 1.805 
1491855512.687641, 2.243, 1.805, 2.581, 2.630, 105, 2.243, 1.805 
1491855512.788301, 2.253, 1.840, 2.655, 2.720, 105, 2.253, 1.840 
1491855512.888965, 2.040, 1.856, 2.601, 2.578, 105, 2.040, 1.856 
1491855512.989629, 2.114, 1.805, 2.562, 2.639, 105, 2.114, 1.805 
1491855513.090289, 1.853, 1.866, 2.736, 2.630, 105, 1.853, 1.866 
1491855513.190951, 1.927, 1.805, 2.601, 2.604, 105, 1.927, 1.805 
1491855513.291608, 1.856, 1.850, 2.752, 2.655, 105, 1.856, 1.850 
1491855513.392272, 2.085, 1.824, 2.588, 2.556, 105, 2.085, 1.824 
1491855513.492934, 2.346, 1.843, 2.678, 2.678, 105, 2.346, 1.843 
1491855513.593599, 2.104, 1.805, 2.565, 2.581, 106, 2.104, 1.805 
1491855513.694383, 1.934, 1.808, 2.523, 2.546, 106, 1.934, 1.808 
1491855513.795052, 2.021, 1.805, 2.575, 2.604, 106, 2.021, 1.805 
1491855513.895763, 1.979, 1.830, 2.655, 2.720, 106, 1.979, 1.830 
1491855513.996432, 2.372, 1.879, 2.668, 2.578, 106, 2.372, 1.879 
1491855514.097162, 2.175, 1.805, 2.562, 2.562, 106, 2.175, 1.805 
1491855514.197826, 1.772, 1.808, 2.617, 2.630, 106, 1.772, 1.808 
1491855514.298491, 1.879, 1.872, 2.681, 2.575, 106, 1.879, 1.872 
1491855514.399158, 2.011, 1.818, 2.575, 2.575, 106, 2.011, 1.818 
1491855514.499824, 2.082, 1.782, 2.620, 2.649, 106, 2.082, 1.782 
1491855514.600490, 2.059, 1.879, 2.742, 2.630, 107, 2.059, 1.879 
1491855514.701272, 2.021, 1.808, 2.649, 2.668, 107, 2.021, 1.808 
1491855514.801933, 2.243, 1.792, 2.597, 2.668, 107, 2.243, 1.792 
1491855514.902597, 2.179, 1.805, 2.617, 2.649, 107, 2.179, 1.805 
1491855515.003258, 1.934, 1.795, 2.575, 2.649, 107, 1.934, 1.795 
1491855515.103918, 1.943, 1.805, 2.668, 2.665, 107, 1.943, 1.805 
1491855515.204577, 2.140, 1.824, 2.630, 2.655, 107, 2.140, 1.824 
1491855515.305365, 2.030, 1.866, 2.655, 2.630, 107, 2.030, 1.866 
1491855515.406089, 1.769, 1.879, 2.701, 2.617, 107, 1.769, 1.879 
1491855515.506754, 2.227, 1.866, 2.630, 2.601, 107, 2.227, 1.866 
1491855515.607424, 2.217, 1.840, 2.581, 2.578, 108, 2.217, 1.840 
1491855515.708205, 1.908, 1.824, 2.701, 2.691, 108, 1.908, 1.824 
1491855515.808867, 2.217, 1.808, 2.552, 2.630, 108, 2.217, 1.808 
1491855515.909535, 1.946, 1.824, 2.597, 2.575, 108, 1.946, 1.824 
1491855516.010197, 2.320, 1.859, 2.617, 2.552, 108, 2.320, 1.859 
1491855516.110862, 2.449, 1.859, 2.633, 2.617, 108, 2.449, 1.859 
1491855516.211523, 1.859, 1.847, 2.681, 2.704, 108, 1.859, 1.847 
1491855516.312184, 2.269, 1.824, 2.655, 2.691, 108, 2.269, 1.824 
1491855516.412850, 2.153, 1.805, 2.649, 2.665, 108, 2.153, 1.805 
1491855516.513511, 2.092, 1.808, 2.588, 2.630, 108, 2.092, 1.808 
1491855516.614177, 2.253, 1.805, 2.578, 2.604, 109, 2.253, 1.805 
1491855516.714963, 1.824, 1.843, 2.684, 2.630, 109, 1.824, 1.843 
1491855516.815625, 2.004, 1.805, 2.575, 2.588, 109, 2.004, 1.805 
1491855516.916291, 1.937, 1.843, 2.639, 2.575, 109, 1.937, 1.843 
1491855517.016957, 2.046, 1.853, 2.684, 2.678, 109, 2.046, 1.853 
1491855517.117619, 2.011, 1.805, 2.617, 2.655, 109, 2.011, 1.805 
1491855517.218282, 2.246, 1.814, 2.562, 2.552, 109, 2.246, 1.814 
1491855517.318943, 2.050, 1.850, 2.630, 2.575, 109, 2.050, 1.850 
1491855517.419611, 2.433, 1.850, 2.704, 2.691, 109, 2.433, 1.850 
1491855517.520270, 1.866, 1.805, 2.617, 2.630, 109, 1.866, 1.805 
1491855517.620936, 2.169, 1.805, 2.565, 2.655, 110, 2.169, 1.805 
1491855517.721713, 2.001, 1.847, 2.665, 2.678, 110, 2.001, 1.847 
1491855517.822375, 2.185, 1.818, 2.617, 2.601, 110, 2.185, 1.818 
1491855517.923036, 2.166, 1.853, 2.701, 2.720, 110, 2.166, 1.853 
1491855518.023696, 2.217, 1.792, 2.588, 2.633, 110, 2.217, 1.792 
1491855518.124358, 2.288, 1.834, 2.581, 2.597, 110, 2.288, 1.834 
1491855518.225016, 1.995, 1.853, 2.691, 2.630, 110, 1.995, 1.853 
1491855518.325756, 2.117, 1.814, 2.672, 2.655, 110, 2.117, 1.814 
1491855518.426426, 2.188, 1.830, 2.630, 2.552, 110, 2.188, 1.830 
1491855518.527087, 2.243, 1.866, 2.733, 2.617, 110, 2.243, 1.866 
1491855518.627761, 2.030, 1.843, 2.681, 2.742, 111, 2.030, 1.843 
1491855518.728545, 2.124, 1.856, 2.704, 2.649, 111, 2.124, 1.856 
1491855518.829214, 2.288, 1.830, 2.617, 2.552, 111, 2.288, 1.830 
1491855518.929871, 2.191, 1.814, 2.630, 2.672, 111, 2.191, 1.814 
1491855519.030536, 2.117, 1.830, 2.588, 2.552, 111, 2.117, 1.830 
1491855519.131196, 2.253, 1.805, 2.630, 2.649, 111, 2.253, 1.805 
1491855519.231850, 2.269, 1.879, 2.659, 2.572, 111, 2.269, 1.879 
1491855519.332512, 2.050, 1.795, 2.604, 2.655, 111, 2.050, 1.795 
1491855519.433182, 2.124, 1.853, 2.575, 2.597, 111, 2.124, 1.853 
1491855519.533841, 2.307, 1.805, 2.630, 2.665, 111, 2.307, 1.805 
1491855519.634510, 2.021, 1.824, 2.617, 2.562, 112, 2.021, 1.824 
1491855519.735291, 1.917, 1.814, 2.575, 2.597, 112, 1.917, 1.814 
1491855519.836041, 2.185, 1.805, 2.633, 2.678, 112, 2.185, 1.805 
1491855519.936699, 2.124, 1.866, 2.742, 2.630, 112, 2.124, 1.866 
1491855520.037358, 2.166, 1.830, 2.601, 2.588, 112, 2.166, 1.830 
1491855520.138018, 1.979, 1.805, 2.630, 2.630, 112, 1.979, 1.805 
1491855520.238700, 2.291, 1.882, 2.655, 2.630, 112, 2.291, 1.882 
1491855520.339377, 2.108, 1.808, 2.630, 2.597, 112, 2.108, 1.808 
1491855520.440056, 2.253, 1.830, 2.684, 2.675, 112, 2.253, 1.830 
1491855520.540718, 1.824, 1.856, 2.617, 2.568, 112, 1.824, 1.856 
1491855520.641391, 1.969, 1.808, 2.630, 2.678, 113, 1.969, 1.808 
1491855520.742174, 2.311, 1.805, 2.607, 2.630, 113, 2.311, 1.805 
1491855520.842836, 1.982, 1.824, 2.633, 2.681, 113, 1.982, 1.824 
1491855520.943498, 2.423, 1.840, 2.691, 2.675, 113, 2.423, 1.840 
1491855521.044158, 2.133, 1.876, 2.733, 2.617, 113, 2.133, 1.876 
1491855521.144819, 2.217, 1.859, 2.652, 2.578, 113, 2.217, 1.859 
1491855521.245476, 2.111, 1.818, 2.617, 2.562, 113, 2.111, 1.818 
1491855521.346170, 1.959, 1.795, 2.581, 2.633, 113, 1.959, 1.795 
1491855521.446836, 1.998, 1.805, 2.630, 2.665, 113, 1.998, 1.805 
1491855521.547633, 2.295, 1.876, 2.733, 2.649, 113, 2.295, 1.876 
1491855521.648308, 2.394, 1.827, 2.601, 2.597, 114, 2.394, 1.827 
1491855521.749081, 2.288, 1.879, 2.733, 2.659, 114, 2.288, 1.879 
1491855521.849743, 2.433, 1.847, 2.675, 2.691, 114, 2.433, 1.847 
1491855521.950411, 2.143, 1.824, 2.659, 2.678, 114, 2.143, 1.824 
1491855522.051070, 2.485, 1.805, 2.604, 2.630, 114, 2.485, 1.805 
1491855522.151732, 2.101, 1.805, 2.588, 2.604, 114, 2.101, 1.805 
1491855522.252396, 2.059, 1.814, 2.581, 2.536, 114, 2.059, 1.814 
1491855522.353053, 2.191, 1.840, 2.633, 2.581, 114, 2.191, 1.840 
1491855522.453720, 2.050, 1.879, 2.678, 2.575, 114, 2.050, 1.879 
1491855522.554377, 1.895, 1.856, 2.665, 2.681, 114, 1.895, 1.856 
1491855522.655045, 2.056, 1.859, 2.733, 2.562, 115, 2.056, 1.859 
1491855522.755872, 2.143, 1.805, 2.630, 2.630, 115, 2.143, 1.805 
1491855522.856536, 1.895, 1.879, 2.655, 2.601, 115, 1.895, 1.879 
1491855522.957197, 2.014, 1.805, 2.604, 2.639, 115, 2.014, 1.805 
1491855523.057854, 1.959, 1.814, 2.578, 2.572, 115, 1.959, 1.814 
1491855523.158515, 2.140, 1.850, 2.704, 2.720, 115, 2.140, 1.850 
1491855523.259169, 2.037, 1.792, 2.601, 2.617, 115, 2.037, 1.792 
1491855523.359836, 1.879, 1.840, 2.575, 2.575, 115, 1.879, 1.840 
1491855523.460498, 2.307, 1.843, 2.655, 2.759, 115, 2.307, 1.843 
1491855523.561156, 2.072, 1.805, 2.630, 2.597, 115, 2.072, 1.805 
1491855523.661823, 1.979, 1.805, 2.575, 2.588, 116, 1.979, 1.805 
1491855523.762605, 2.372, 1.827, 2.630, 2.678, 116, 2.372, 1.827 
1491855523.863268, 2.443, 1.866, 2.649, 2.552, 116, 2.443, 1.866 
1491855523.963927, 2.101, 1.789, 2.630, 2.652, 116, 2.101, 1.789 
1491855524.064604, 2.150, 1.885, 2.655, 2.604, 116, 2.150, 1.885 
1491855524.165264, 2.117, 1.805, 2.691, 2.704, 116, 2.117, 1.805 
1491855524.266006, 1.830, 1.814, 2.578, 2.552, 116, 1.830, 1.814 
1491855524.366670, 2.317, 1.866, 2.691, 2.691, 116, 2.317, 1.866 
1491855524.467337, 2.140, 1.795, 2.565, 2.655, 116, 2.140, 1.795 
1491855524.567996, 2.262, 1.840, 2.588, 2.575, 116, 2.262, 1.840 
1491855524.668674, 2.320, 1.879, 2.604, 2.601, 117, 2.320, 1.879 
1491855524.769458, 2.330, 1.814, 2.617, 2.581, 117, 2.330, 1.814 
1491855524.870123, 1.959, 1.805, 2.655, 2.675, 117, 1.959, 1.805 
1491855524.970784, 2.346, 1.876, 2.678, 2.630, 117, 2.346, 1.876 
1491855525.071444, 2.330, 1.805, 2.562, 2.597, 117, 2.330, 1.805 
1491855525.172105, 1.979, 1.840, 2.691, 2.704, 117, 1.979, 1.840 
1491855525.272766, 2.188, 1.882, 2.630, 2.601, 117, 2.188, 1.882 
1491855525.373433, 1.982, 1.795, 2.575, 2.649, 117, 1.982, 1.795 
1491855525.474094, 2.311, 1.859, 2.701, 2.630, 117, 2.311, 1.859 
1491855525.574751, 2.630, 1.805, 2.565, 2.604, 117, 2.630, 1.805 
1491855525.675420, 2.243, 1.879, 2.649, 2.588, 118, 2.243, 1.879 
1491855525.776244, 2.156, 1.885, 2.649, 2.617, 118, 2.156, 1.885 
1491855525.876908, 2.597, 1.837, 2.601, 2.601, 118, 2.597, 1.837 
1491855525.977570, 2.346, 1.834, 2.604, 2.581, 118, 2.346, 1.834 
1491855526.078230, 2.066, 1.808, 2.617, 2.552, 118, 2.066, 1.808 
1491855526.178892, 2.417, 1.808, 2.597, 2.633, 118, 2.417, 1.808 
1491855526.279551, 2.394, 1.805, 2.630, 2.630, 118, 2.394, 1.805 
1491855526.380215, 2.011, 1.824, 2.678, 2.681, 118, 2.011, 1.824 
1491855526.480881, 2.259, 1.853, 2.701, 2.633, 118, 2.259, 1.853 
1491855526.581539, 2.359, 1.879, 2.630, 2.630, 118, 2.359, 1.879 
1491855526.682211, 2.037, 1.808, 2.630, 2.655, 119, 2.037, 1.808 
1491855526.782998, 2.307, 1.814, 2.588, 2.588, 119, 2.307, 1.814 
1491855526.883659, 2.411, 1.830, 2.597, 2.617, 119, 2.411, 1.830 
1491855526.984317, 2.108, 1.892, 2.630, 2.597, 119, 2.108, 1.892 
1491855527.084977, 2.572, 1.869, 2.630, 2.620, 119, 2.572, 1.869 
1491855527.185685, 2.230, 1.859, 2.665, 2.617, 119, 2.230, 1.859 
1491855527.286344, 2.346, 1.299, 2.630, 2.601, 119, 2.346, 1.299 
1491855527.387050, 2.691, 1.859, 2.578, 2.575, 119, 2.691, 1.859 
1491855527.487718, 2.030, 1.824, 2.597, 2.575, 119, 2.030, 1.824 
1491855527.588384, 2.359, 1.853, 2.604, 2.562, 119, 2.359, 1.853 
1491855527.689059, 2.411, 1.814, 2.581, 2.655, 120, 2.411, 1.814 
1491855527.789976, 2.191, 1.869, 2.630, 2.565, 120, 2.191, 1.869 
1491855527.890651, 2.001, 1.808, 2.617, 2.672, 120, 2.001, 1.808 
1491855527.991317, 2.298, 1.805, 2.581, 2.575, 120, 2.298, 1.805 
1491855528.091977, 2.462, 1.840, 2.630, 2.581, 120, 2.462, 1.840 
1491855528.192641, 2.359, 1.866, 2.707, 2.639, 120, 2.359, 1.866 
1491855528.293305, 2.423, 1.830, 2.675, 2.649, 120, 2.423, 1.830 
1491855528.393972, 2.062, 1.805, 2.578, 2.668, 120, 2.062, 1.805 
1491855528.494639, 2.133, 1.805, 2.536, 2.633, 120, 2.133, 1.805 
1491855528.595299, 2.311, 1.808, 2.630, 2.604, 120, 2.311, 1.808 
1491855528.696017, 2.423, 1.792, 2.601, 2.655, 121, 2.423, 1.792 
1491855528.796799, 2.269, 1.892, 2.601, 2.581, 121, 2.269, 1.892 
1491855528.897465, 2.269, 1.830, 2.630, 2.665, 121, 2.269, 1.830 
1491855528.998129, 2.346, 1.805, 2.575, 2.575, 121, 2.346, 1.805 
1491855529.098791, 2.011, 1.856, 2.597, 2.597, 121, 2.011, 1.856 
1491855529.199455, 2.427, 1.843, 2.681, 2.681, 121, 2.427, 1.843 
1491855529.300114, 2.056, 1.805, 2.630, 2.665, 121, 2.056, 1.805 
1491855529.400786, 2.117, 1.830, 2.597, 2.588, 121, 2.117, 1.830 
1491855529.501450, 2.601, 1.856, 2.701, 2.601, 121, 2.601, 1.856 
1491855529.602109, 2.150, 1.789, 2.639, 2.675, 121, 2.150, 1.789 
1491855529.702782, 2.262, 1.808, 2.655, 2.704, 122, 2.262, 1.808 
1491855529.803568, 2.469, 1.869, 2.701, 2.630, 122, 2.469, 1.869 
1491855529.904237, 2.362, 1.805, 2.536, 2.630, 122, 2.362, 1.805 
1491855530.004900, 2.346, 1.853, 2.668, 2.655, 122, 2.346, 1.853 
1491855530.105566, 2.485, 1.808, 2.581, 2.588, 122, 2.485, 1.808 
1491855530.206228, 2.269, 1.876, 2.678, 2.597, 122, 2.269, 1.876 
1491855530.306887, 2.295, 1.805, 2.633, 2.668, 122, 2.295, 1.805 
1491855530.407554, 2.411, 1.840, 2.597, 2.604, 122, 2.411, 1.840 
1491855530.508215, 2.185, 1.808, 2.630, 2.668, 122, 2.185, 1.808 
1491855530.608875, 2.411, 1.814, 2.604, 2.565, 122, 2.411, 1.814 
1491855530.709549, 2.475, 1.814, 2.581, 2.581, 123, 2.475, 1.814 
1491855530.810324, 2.146, 1.805, 2.575, 2.630, 123, 2.146, 1.805 
1491855530.910989, 2.349, 1.853, 2.720, 2.707, 123, 2.349, 1.853 
1491855531.011651, 2.237, 1.830, 2.617, 2.556, 123, 2.237, 1.830 
1491855531.112309, 2.501, 1.805, 2.639, 2.668, 123, 2.501, 1.805 
1491855531.212967, 2.150, 1.876, 2.691, 2.617, 123, 2.150, 1.876 
1491855531.313626, 2.030, 1.814, 2.604, 2.552, 123, 2.030, 1.814 
1491855531.414287, 2.523, 1.808, 2.665, 2.649, 123, 2.523, 1.808 
1491855531.514956, 2.243, 1.843, 2.655, 2.604, 123, 2.243, 1.843 
1491855531.615617, 2.185, 1.805, 2.588, 2.639, 123, 2.185, 1.805 
1491855531.716292, 2.237, 1.830, 2.630, 2.588, 124, 2.237, 1.830 
1491855531.817075, 2.494, 1.818, 2.572, 2.572, 124, 2.494, 1.818 
1491855531.917743, 2.314, 1.808, 2.601, 2.575, 124, 2.314, 1.808 
1491855532.018402, 2.320, 1.805, 2.659, 2.659, 124, 2.320, 1.805 
1491855532.119068, 2.449, 1.843, 2.655, 2.655, 124, 2.449, 1.843 
1491855532.219728, 2.237, 1.885, 2.723, 2.633, 124, 2.237, 1.885 
1491855532.320388, 2.346, 1.840, 2.607, 2.604, 124, 2.346, 1.840 
1491855532.421052, 2.291, 1.805, 2.597, 2.575, 124, 2.291, 1.805 
1491855532.521714, 2.278, 1.805, 2.597, 2.655, 124, 2.278, 1.805 
1491855532.622605, 2.092, 1.830, 2.617, 2.614, 125, 2.092, 1.830 
1491855532.723373, 2.572, 1.805, 2.655, 2.672, 125, 2.572, 1.805 
1491855532.824044, 2.552, 1.805, 2.581, 2.604, 125, 2.552, 1.805 
1491855532.924705, 2.382, 1.805, 2.581, 2.601, 125, 2.382, 1.805 
1491855533.025360, 2.572, 1.805, 2.588, 2.601, 125, 2.572, 1.805 
1491855533.126104, 2.478, 1.805, 2.649, 2.655, 125, 2.478, 1.805 
1491855533.226753, 2.262, 1.814, 2.623, 2.678, 125, 2.262, 1.814 
1491855533.327411, 2.552, 1.824, 2.655, 2.701, 125, 2.552, 1.824 
1491855533.428121, 2.394, 1.843, 2.684, 2.630, 125, 2.394, 1.843 
1491855533.528786, 2.050, 1.856, 2.726, 2.630, 125, 2.050, 1.856 
1491855533.629453, 2.443, 1.892, 2.655, 2.617, 126, 2.443, 1.892 
1491855533.730240, 2.427, 1.805, 2.633, 2.630, 126, 2.427, 1.805 
1491855533.830897, 2.088, 1.830, 2.552, 2.552, 126, 2.088, 1.830 
1491855533.931557, 2.398, 1.866, 2.720, 2.604, 126, 2.398, 1.866 
1491855534.032339, 2.720, 1.869, 2.704, 2.597, 126, 2.720, 1.869 
1491855534.133004, 2.243, 1.830, 2.720, 2.704, 126, 2.243, 1.830 
1491855534.233656, 2.498, 1.830, 2.652, 2.672, 126, 2.498, 1.830 
1491855534.334319, 2.568, 1.805, 2.588, 2.604, 126, 2.568, 1.805 
1491855534.434985, 2.736, 1.818, 2.601, 2.568, 126, 2.736, 1.818 
1491855534.535727, 3.297, 1.824, 2.565, 2.530, 126, 3.297, 1.824 
1491855534.636391, 2.288, 1.830, 2.617, 2.552, 127, 2.288, 1.830 
1491855534.737174, 2.588, 1.814, 2.588, 2.617, 127, 2.588, 1.814 
1491855534.837827, 2.423, 1.876, 2.733, 2.597, 127, 2.423, 1.876 
1491855534.938490, 2.004, 1.805, 2.572, 2.604, 127, 2.004, 1.805 
1491855535.039151, 2.391, 1.876, 2.720, 2.630, 127, 2.391, 1.876 
1491855535.139808, 2.140, 1.805, 2.617, 2.675, 127, 2.140, 1.805 
1491855535.240464, 2.217, 1.892, 2.630, 2.578, 127, 2.217, 1.892 
1491855535.341126, 2.443, 1.792, 2.633, 2.668, 127, 2.443, 1.792 
1491855535.441799, 2.681, 1.869, 2.655, 2.597, 127, 2.681, 1.869 
1491855535.542457, 2.443, 1.805, 2.604, 2.649, 127, 2.443, 1.805 
1491855535.643119, 2.101, 1.853, 2.568, 2.604, 128, 2.101, 1.853 
1491855535.743899, 2.272, 1.830, 2.665, 2.588, 128, 2.272, 1.830 
1491855535.844556, 2.191, 1.805, 2.581, 2.630, 128, 2.191, 1.805 
1491855535.945216, 2.536, 1.847, 2.691, 2.604, 128, 2.536, 1.847 
1491855536.045953, 2.443, 1.808, 2.578, 2.581, 128, 2.443, 1.808 
1491855536.146614, 2.655, 1.859, 2.704, 2.759, 128, 2.655, 1.859 
1491855536.247273, 2.104, 1.824, 2.588, 2.536, 128, 2.104, 1.824 
1491855536.347933, 2.527, 1.840, 2.684, 2.665, 128, 2.527, 1.840 
1491855536.448599, 2.736, 1.824, 2.601, 2.578, 128, 2.736, 1.824 
1491855536.549253, 2.411, 1.805, 2.684, 2.668, 128, 2.411, 1.805 
