t,dr,cr,cr2a,cr2b,pv,fdr,fcr,T,Vpz1,Vpz2,Vpzbg,Vadcbg
1502799621.453197, 0.026, 0.812, 1.511, 1.502, 56, 0.026, 0.812, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799621.555333, 0.203, 0.780, 1.502, 1.492, 56, 0.203, 0.780, 0.000, 0.812109375, 0.02578125, 0.0064453125, 0.0064453125 
1502799621.657226, 0.097, 0.780, 1.508, 1.511, 56, 0.097, 0.780, 0.000, 0.82822265625, 0.02900390625, 0.0, 0.00322265625 
1502799621.759335, 0.058, 0.780, 1.502, 1.492, 56, 0.058, 0.780, 0.000, 0.8185546875, 0.02578125, 0.0064453125, 0.0064453125 
1502799621.861114, 0.132, 0.802, 1.553, 1.544, 56, 0.132, 0.802, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799621.962932, 0.090, 0.780, 1.534, 1.476, 56, 0.090, 0.780, 0.000, 0.8185546875, 0.03544921875, 0.0064453125, 0.0064453125 
1502799622.064857, 0.100, 0.802, 1.553, 1.560, 56, 0.100, 0.802, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.00322265625 
1502799622.167073, 0.780, 0.831, 1.579, 1.605, 122, 0.780, 0.831, 0.000, 0.82822265625, 0.0451171875, 0.02900390625, 0.02900390625 
1502799622.269690, 0.058, 0.754, 1.473, 1.470, 34, 0.058, 0.754, 0.000, 0.80244140625, 0.03544921875, 0.00322265625, 0.0 
1502799622.371671, 0.090, 0.757, 1.473, 1.473, 26, 0.090, 0.757, 0.000, 0.79921875, 0.0064453125, 0.0, 0.0 
1502799622.473507, 0.032, 0.770, 1.492, 1.476, 21, 0.032, 0.770, 0.000, 0.80244140625, 0.0064453125, 0.0, 0.0 
1502799622.575228, 0.180, 0.851, 1.627, 1.624, 128, 0.180, 0.851, 0.000, 0.837890625, 0.0580078125, 0.02578125, 0.02578125 
1502799622.677001, 0.151, 0.786, 1.534, 1.502, 82, 0.151, 0.786, 0.000, 0.79921875, 0.04189453125, 0.02578125, 0.01611328125 
1502799622.778918, 0.854, 0.802, 1.560, 1.576, 111, 0.854, 0.802, 0.000, 0.82177734375, 0.0515625, 0.0451171875, 0.04189453125 
1502799622.880736, 0.081, 0.757, 1.473, 1.457, 24, 0.081, 0.757, 0.000, 0.79921875, 0.01611328125, 0.00322265625, 0.00322265625 
1502799622.982501, 0.812, 0.819, 1.576, 1.576, 105, 0.812, 0.819, 0.000, 0.80244140625, 0.07412109375, 0.0451171875, 0.0451171875 
1502799623.084266, 0.068, 0.754, 1.492, 1.473, 0, 0.068, 0.754, 0.000, 0.7798828125, 0.0451171875, 0.0064453125, 0.0064453125 
1502799623.186063, 0.645, 0.767, 1.492, 1.479, 56, 0.645, 0.767, 0.000, 0.786328125, 0.02578125, 0.0064453125, 0.0064453125 
1502799623.287744, 0.148, 0.802, 1.508, 1.476, 56, 0.148, 0.802, 0.000, 0.80244140625, 0.0451171875, 0.012890625, 0.0064453125 
1502799623.389149, 0.029, 0.780, 1.540, 1.502, 56, 0.029, 0.780, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799623.490384, 0.090, 0.780, 1.502, 1.473, 56, 0.090, 0.780, 0.000, 0.79921875, 0.038671875, 0.012890625, 0.012890625 
1502799623.591701, 0.116, 0.802, 1.553, 1.534, 56, 0.116, 0.802, 0.000, 0.82177734375, 0.02578125, 0.00322265625, 0.00322265625 
1502799623.693268, 0.097, 0.780, 1.502, 1.476, 56, 0.097, 0.780, 0.000, 0.80244140625, 0.04189453125, 0.0064453125, 0.012890625 
1502799623.794827, 0.132, 0.812, 1.550, 1.518, 56, 0.132, 0.812, 0.000, 0.812109375, 0.0515625, 0.0064453125, 0.012890625 
1502799623.896184, 0.148, 0.780, 1.502, 1.492, 56, 0.148, 0.780, 0.000, 0.80244140625, 0.06767578125, 0.02578125, 0.02578125 
1502799623.997437, 0.151, 0.802, 1.563, 1.553, 56, 0.151, 0.802, 0.000, 0.82822265625, 0.0451171875, 0.0064453125, 0.012890625 
1502799624.098775, 0.106, 0.780, 1.511, 1.492, 56, 0.106, 0.780, 0.000, 0.80244140625, 0.0580078125, 0.02578125, 0.02578125 
1502799624.200035, 0.103, 0.799, 1.560, 1.534, 56, 0.103, 0.799, 0.000, 0.82177734375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799624.301280, 0.048, 0.780, 1.502, 1.473, 56, 0.048, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.00322265625 
1502799624.402481, 0.090, 0.799, 1.540, 1.534, 56, 0.090, 0.799, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.0064453125 
1502799624.503669, 0.119, 0.802, 1.553, 1.518, 56, 0.119, 0.802, 0.000, 0.80244140625, 0.01611328125, 0.0, 0.0 
1502799624.604923, 0.055, 0.780, 1.502, 1.479, 56, 0.055, 0.780, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799624.706108, 0.090, 0.790, 1.547, 1.534, 56, 0.090, 0.790, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799624.807323, 0.651, 0.812, 1.511, 1.502, 56, 0.651, 0.812, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799624.908577, 0.055, 0.780, 1.502, 1.476, 56, 0.055, 0.780, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799625.009795, 0.090, 0.802, 1.563, 1.547, 56, 0.090, 0.802, 0.000, 0.8185546875, 0.02578125, 0.0, 0.0 
1502799625.111002, 0.193, 0.777, 1.502, 1.508, 56, 0.193, 0.777, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799625.212583, 0.029, 0.802, 1.560, 1.511, 56, 0.029, 0.802, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799625.313923, 0.026, 0.770, 1.492, 1.476, 56, 0.026, 0.770, 0.000, 0.812109375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799625.415260, 0.645, 0.812, 1.560, 1.544, 56, 0.645, 0.812, 0.000, 0.82822265625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799625.516693, 0.032, 0.780, 1.492, 1.473, 56, 0.032, 0.780, 0.000, 0.812109375, 0.03544921875, 0.0064453125, 0.0064453125 
1502799625.618001, 0.090, 0.802, 1.511, 1.502, 56, 0.090, 0.802, 0.000, 0.812109375, 0.02900390625, 0.00322265625, 0.0064453125 
1502799625.719374, 0.151, 0.780, 1.492, 1.511, 56, 0.151, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.0064453125, 0.012890625 
1502799625.820717, 0.026, 0.812, 1.502, 1.492, 56, 0.026, 0.812, 0.000, 0.812109375, 0.02900390625, 0.0, 0.0 
1502799625.921959, 0.026, 0.780, 1.508, 1.534, 56, 0.026, 0.780, 0.000, 0.8314453125, 0.02900390625, 0.00322265625, 0.00322265625 
1502799626.023180, 0.180, 0.790, 1.518, 1.511, 56, 0.180, 0.790, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799626.124395, 0.090, 0.777, 1.492, 1.492, 56, 0.090, 0.777, 0.000, 0.82177734375, 0.02578125, 0.0, 0.00322265625 
1502799626.225620, 0.106, 0.812, 1.560, 1.502, 56, 0.106, 0.812, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799626.326843, 0.148, 0.780, 1.511, 1.473, 56, 0.148, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.00322265625 
1502799626.428071, 0.097, 0.812, 1.553, 1.518, 56, 0.097, 0.812, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799626.529872, 0.039, 0.799, 1.560, 1.518, 56, 0.039, 0.799, 0.000, 0.837890625, 0.02578125, 0.00322265625, 0.00322265625 
1502799626.631674, 0.068, 0.799, 1.534, 1.511, 56, 0.068, 0.799, 0.000, 0.82177734375, 0.0322265625, 0.012890625, 0.01611328125 
1502799626.733804, 0.132, 0.780, 1.534, 1.547, 56, 0.132, 0.780, 0.000, 0.8314453125, 0.03544921875, 0.0064453125, 0.0064453125 
1502799626.835701, 0.110, 0.786, 1.547, 1.534, 56, 0.110, 0.786, 0.000, 0.82177734375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799626.937511, 0.132, 0.799, 1.534, 1.534, 56, 0.132, 0.799, 0.000, 0.82177734375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799627.039506, 0.100, 0.802, 1.550, 1.553, 56, 0.100, 0.802, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799627.141342, 0.068, 0.802, 1.540, 1.511, 56, 0.068, 0.802, 0.000, 0.8314453125, 0.02578125, 0.0, 0.0 
1502799627.243312, 0.068, 0.812, 1.511, 1.492, 56, 0.068, 0.812, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799627.345134, 0.171, 0.812, 1.534, 1.502, 56, 0.171, 0.812, 0.000, 0.8185546875, 0.02578125, 0.0, 0.0 
1502799627.446872, 0.151, 0.786, 1.511, 1.502, 56, 0.151, 0.786, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799627.548771, 0.119, 0.780, 1.502, 1.502, 56, 0.119, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799627.650561, 0.081, 0.780, 1.502, 1.492, 56, 0.081, 0.780, 0.000, 0.812109375, 0.0322265625, 0.00322265625, 0.00322265625 
1502799627.752313, 0.058, 0.780, 1.502, 1.502, 56, 0.058, 0.780, 0.000, 0.8314453125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799627.854106, 0.110, 0.780, 1.511, 1.518, 56, 0.110, 0.780, 0.000, 0.82177734375, 0.03544921875, 0.0064453125, 0.012890625 
1502799627.955902, 0.184, 0.780, 1.518, 1.508, 56, 0.184, 0.780, 0.000, 0.82822265625, 0.0322265625, 0.00322265625, 0.0064453125 
1502799628.057703, 0.081, 0.812, 1.560, 1.544, 56, 0.081, 0.812, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.00322265625 
1502799628.159933, 0.100, 0.786, 1.534, 1.476, 56, 0.100, 0.786, 0.000, 0.80244140625, 0.02578125, 0.0, 0.00322265625 
1502799628.261767, 0.103, 0.780, 1.511, 1.502, 56, 0.103, 0.780, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799628.363530, 0.064, 0.780, 1.502, 1.476, 56, 0.064, 0.780, 0.000, 0.8185546875, 0.02578125, 0.0, 0.0 
1502799628.465260, 0.110, 0.780, 1.540, 1.511, 56, 0.110, 0.780, 0.000, 0.82177734375, 0.02578125, 0.00322265625, 0.00322265625 
1502799628.567096, 0.203, 0.790, 1.544, 1.534, 56, 0.203, 0.790, 0.000, 0.82822265625, 0.02900390625, 0.00322265625, 0.0064453125 
1502799628.668981, 0.026, 0.812, 1.560, 1.502, 56, 0.026, 0.812, 0.000, 0.8185546875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799628.770781, 0.064, 0.780, 1.511, 1.502, 56, 0.064, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799628.872555, 0.151, 0.780, 1.508, 1.473, 56, 0.151, 0.780, 0.000, 0.79921875, 0.0322265625, 0.0064453125, 0.01611328125 
1502799628.974274, 0.074, 0.780, 1.492, 1.502, 56, 0.074, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.00322265625, 0.0064453125 
1502799629.076010, 0.074, 0.799, 1.553, 1.518, 56, 0.074, 0.799, 0.000, 0.82177734375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799629.177762, 0.203, 0.802, 1.563, 1.492, 56, 0.203, 0.802, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799629.279738, 0.068, 0.780, 1.511, 1.502, 56, 0.068, 0.780, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799629.381652, 0.068, 0.780, 1.502, 1.476, 56, 0.068, 0.780, 0.000, 0.80244140625, 0.01611328125, 0.0, 0.0 
1502799629.483453, 0.184, 0.780, 1.534, 1.534, 56, 0.184, 0.780, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.0064453125 
1502799629.585263, 0.026, 0.812, 1.560, 1.511, 56, 0.026, 0.812, 0.000, 0.82177734375, 0.02578125, 0.00322265625, 0.00322265625 
1502799629.687375, 0.006, 0.786, 1.508, 1.492, 56, 0.006, 0.786, 0.000, 0.812109375, 0.038671875, 0.012890625, 0.012890625 
1502799629.789444, 0.203, 0.790, 1.540, 1.518, 56, 0.203, 0.790, 0.000, 0.8185546875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799629.891390, 0.055, 0.812, 1.560, 1.502, 56, 0.055, 0.812, 0.000, 0.812109375, 0.03544921875, 0.0064453125, 0.0064453125 
1502799629.993249, 0.055, 0.780, 1.502, 1.502, 56, 0.055, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799630.095115, 0.651, 0.780, 1.502, 1.476, 56, 0.651, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799630.196877, 0.029, 0.780, 1.489, 1.492, 56, 0.029, 0.780, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799630.298756, 0.058, 0.780, 1.511, 1.511, 56, 0.058, 0.780, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799630.400544, 0.161, 0.780, 1.502, 1.508, 56, 0.161, 0.780, 0.000, 0.812109375, 0.02578125, 0.0, 0.00322265625 
1502799630.502298, 0.822, 0.780, 1.534, 1.511, 56, 0.822, 0.780, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799630.604072, 0.029, 0.802, 1.553, 1.502, 56, 0.029, 0.802, 0.000, 0.812109375, 0.0451171875, 0.0064453125, 0.0064453125 
1502799630.706027, 0.203, 0.780, 1.508, 1.508, 56, 0.203, 0.780, 0.000, 0.80244140625, 0.038671875, 0.0064453125, 0.012890625 
1502799630.807841, 0.097, 0.802, 1.560, 1.550, 56, 0.097, 0.802, 0.000, 0.812109375, 0.02900390625, 0.00322265625, 0.00322265625 
1502799630.909779, 0.090, 0.780, 1.534, 1.511, 56, 0.090, 0.780, 0.000, 0.812109375, 0.0322265625, 0.00322265625, 0.0064453125 
1502799631.011514, 0.116, 0.780, 1.502, 1.492, 56, 0.116, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799631.113322, 0.090, 0.799, 1.560, 1.550, 56, 0.090, 0.799, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799631.215461, 0.006, 0.780, 1.511, 1.492, 56, 0.006, 0.780, 0.000, 0.786328125, 0.02578125, 0.00322265625, 0.0 
1502799631.317267, 0.151, 0.780, 1.534, 1.511, 56, 0.151, 0.780, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799631.419165, 0.064, 0.812, 1.553, 1.502, 56, 0.064, 0.812, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799631.520907, 0.058, 0.780, 1.511, 1.492, 56, 0.058, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.00322265625 
1502799631.622684, 0.119, 0.780, 1.511, 1.489, 56, 0.119, 0.780, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799631.724525, 0.110, 0.780, 1.502, 1.502, 56, 0.110, 0.780, 0.000, 0.812109375, 0.0322265625, 0.00322265625, 0.0064453125 
1502799631.826467, 0.097, 0.802, 1.544, 1.547, 56, 0.097, 0.802, 0.000, 0.812109375, 0.03544921875, 0.0064453125, 0.0064453125 
1502799631.928304, 0.097, 0.812, 1.540, 1.508, 56, 0.097, 0.812, 0.000, 0.78955078125, 0.038671875, 0.0064453125, 0.0064453125 
1502799632.030051, 0.100, 0.786, 1.511, 1.473, 56, 0.100, 0.786, 0.000, 0.80244140625, 0.02900390625, 0.00322265625, 0.0064453125 
1502799632.131861, 0.110, 0.790, 1.553, 1.511, 56, 0.110, 0.790, 0.000, 0.82177734375, 0.02578125, 0.0, 0.0 
1502799632.233618, 0.132, 0.812, 1.560, 1.550, 56, 0.132, 0.812, 0.000, 0.79921875, 0.02578125, 0.0, 0.0 
1502799632.335405, 0.097, 0.812, 1.550, 1.553, 56, 0.097, 0.812, 0.000, 0.79921875, 0.02900390625, 0.0, 0.0 
1502799632.437328, 0.097, 0.812, 1.534, 1.502, 56, 0.097, 0.812, 0.000, 0.78955078125, 0.02578125, 0.0, 0.0 
1502799632.539217, 0.090, 0.790, 1.502, 1.492, 56, 0.090, 0.790, 0.000, 0.7798828125, 0.01611328125, 0.0, 0.00322265625 
1502799632.641038, 0.151, 0.780, 1.502, 1.492, 56, 0.151, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799632.743174, 0.151, 0.802, 1.544, 1.553, 56, 0.151, 0.802, 0.000, 0.82177734375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799632.845086, 0.110, 0.780, 1.534, 1.502, 56, 0.110, 0.780, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799632.946934, 0.116, 0.780, 1.534, 1.534, 56, 0.116, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.00322265625, 0.00322265625 
1502799633.049408, 0.110, 0.780, 1.508, 1.492, 56, 0.110, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799633.150874, 0.151, 0.780, 1.511, 1.502, 56, 0.151, 0.780, 0.000, 0.79921875, 0.01611328125, 0.00322265625, 0.00322265625 
1502799633.252179, 0.168, 0.812, 1.560, 1.534, 56, 0.168, 0.812, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799633.353461, 0.081, 0.802, 1.553, 1.550, 56, 0.081, 0.802, 0.000, 0.82822265625, 0.02578125, 0.0, 0.0 
1502799633.454744, 0.045, 0.780, 1.534, 1.534, 56, 0.045, 0.780, 0.000, 0.812109375, 0.01611328125, 0.00322265625, 0.0 
1502799633.556043, 0.142, 0.780, 1.511, 1.476, 56, 0.142, 0.780, 0.000, 0.80244140625, 0.01611328125, 0.0, 0.0 
1502799633.657349, 0.058, 0.780, 1.502, 1.502, 56, 0.058, 0.780, 0.000, 0.79921875, 0.02900390625, 0.00322265625, 0.00322265625 
1502799633.758740, 0.132, 0.780, 1.502, 1.492, 56, 0.132, 0.780, 0.000, 0.786328125, 0.02578125, 0.00322265625, 0.00322265625 
1502799633.860049, 0.203, 0.812, 1.560, 1.534, 56, 0.203, 0.812, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799633.961336, 0.026, 0.780, 1.502, 1.476, 56, 0.026, 0.780, 0.000, 0.812109375, 0.02900390625, 0.00322265625, 0.00322265625 
1502799634.062609, 0.097, 0.819, 1.595, 1.563, 80, 0.097, 0.819, 0.000, 0.82177734375, 0.0580078125, 0.02578125, 0.01611328125 
1502799634.164498, 0.770, 0.812, 1.576, 1.560, 91, 0.770, 0.812, 0.000, 0.82822265625, 0.04189453125, 0.02578125, 0.02578125 
1502799634.265910, 0.081, 0.770, 1.502, 1.492, 71, 0.081, 0.770, 0.000, 0.80244140625, 0.038671875, 0.0064453125, 0.0064453125 
1502799634.367263, 0.767, 0.822, 1.560, 1.560, 125, 0.767, 0.822, 0.000, 0.8185546875, 0.0322265625, 0.038671875, 0.03544921875 
1502799634.468640, 0.193, 0.754, 1.470, 1.470, 0, 0.193, 0.754, 0.000, 0.812109375, 0.01611328125, 0.012890625, 0.0064453125 
1502799634.569887, 0.203, 0.757, 1.476, 1.028, 32, 0.203, 0.757, 0.000, 0.79921875, 0.0064453125, 0.00322265625, 0.00322265625 
1502799634.671098, 0.654, 0.802, 1.553, 1.544, 92, 0.654, 0.802, 0.000, 0.837890625, 0.02900390625, 0.02900390625, 0.02578125 
1502799634.772335, 0.203, 0.802, 1.540, 1.534, 92, 0.203, 0.802, 0.000, 0.82822265625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799634.873623, 0.838, 0.802, 1.511, 1.511, 98, 0.838, 0.802, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799634.974862, 0.735, 0.838, 1.595, 1.579, 128, 0.735, 0.838, 0.000, 0.10634765625, 0.08056640625, 0.04189453125, 0.038671875 
1502799635.076065, 0.777, 0.757, 1.473, 1.470, 64, 0.777, 0.757, 0.000, 0.78955078125, 0.0322265625, 0.02578125, 0.01611328125 
1502799635.177323, 0.097, 0.799, 1.492, 1.470, 64, 0.097, 0.799, 0.000, 0.7798828125, 0.0064453125, 0.00322265625, 0.00322265625 
1502799635.278647, 0.677, 0.780, 1.508, 1.473, 64, 0.677, 0.780, 0.000, 0.786328125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799635.379873, 0.081, 0.780, 1.492, 1.492, 64, 0.081, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799635.481610, 0.081, 0.812, 1.540, 1.502, 64, 0.081, 0.812, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799635.582961, 0.203, 0.812, 1.563, 1.550, 64, 0.203, 0.812, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799635.684542, 0.106, 0.802, 1.560, 1.534, 64, 0.106, 0.802, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799635.785966, 0.090, 0.780, 1.508, 1.518, 64, 0.090, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.00322265625 
1502799635.887351, 0.645, 0.780, 1.492, 1.479, 64, 0.645, 0.780, 0.000, 0.786328125, 0.012890625, 0.0, 0.0 
1502799635.988658, 0.106, 0.812, 1.511, 1.492, 64, 0.106, 0.812, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799636.089892, 0.090, 0.802, 1.553, 1.534, 64, 0.090, 0.802, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799636.191204, 0.203, 0.780, 1.492, 1.502, 64, 0.203, 0.780, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799636.292528, 0.151, 0.780, 1.502, 1.476, 64, 0.151, 0.780, 0.000, 0.786328125, 0.01611328125, 0.00322265625, 0.00322265625 
1502799636.393948, 0.119, 0.790, 1.502, 1.502, 64, 0.119, 0.790, 0.000, 0.7798828125, 0.01611328125, 0.0, 0.0 
1502799636.495822, 0.129, 0.780, 1.502, 1.492, 64, 0.129, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799636.597682, 0.132, 0.780, 1.502, 1.511, 64, 0.132, 0.780, 0.000, 0.812109375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799636.699597, 0.161, 0.799, 1.518, 1.550, 64, 0.161, 0.799, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.0064453125 
1502799636.801403, 0.129, 0.790, 1.553, 1.547, 64, 0.129, 0.790, 0.000, 0.812109375, 0.02900390625, 0.00322265625, 0.00322265625 
1502799636.903204, 0.106, 0.812, 1.560, 1.550, 64, 0.106, 0.812, 0.000, 0.80244140625, 0.02900390625, 0.0, 0.0 
1502799637.004975, 0.193, 0.812, 1.550, 1.547, 64, 0.193, 0.812, 0.000, 0.7798828125, 0.02578125, 0.00322265625, 0.00322265625 
1502799637.106790, 0.100, 0.812, 1.534, 1.489, 64, 0.100, 0.812, 0.000, 0.79921875, 0.01611328125, 0.0, 0.0 
1502799637.209190, 0.039, 0.780, 1.502, 1.511, 64, 0.039, 0.780, 0.000, 0.812109375, 0.01611328125, 0.0, 0.0 
1502799637.311086, 0.203, 0.780, 1.518, 1.508, 64, 0.203, 0.780, 0.000, 0.812109375, 0.01611328125, 0.00322265625, 0.00322265625 
1502799637.412892, 0.106, 0.799, 1.553, 1.553, 64, 0.106, 0.799, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.00322265625 
1502799637.514922, 0.074, 0.812, 1.511, 1.502, 64, 0.074, 0.812, 0.000, 0.79921875, 0.02578125, 0.00322265625, 0.00322265625 
1502799637.616753, 0.648, 0.790, 1.511, 1.502, 64, 0.648, 0.790, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799637.718693, 0.110, 0.780, 1.534, 1.511, 64, 0.110, 0.780, 0.000, 0.82177734375, 0.038671875, 0.0064453125, 0.0064453125 
1502799637.820450, 0.103, 0.812, 1.553, 1.547, 64, 0.103, 0.812, 0.000, 0.80244140625, 0.02900390625, 0.00322265625, 0.0064453125 
1502799637.922227, 0.151, 0.812, 1.540, 1.502, 64, 0.151, 0.812, 0.000, 0.79921875, 0.02578125, 0.0, 0.0 
1502799638.023978, 0.103, 0.790, 1.502, 1.492, 64, 0.103, 0.790, 0.000, 0.78955078125, 0.02578125, 0.0, 0.0 
1502799638.125757, 0.184, 0.780, 1.502, 1.476, 64, 0.184, 0.780, 0.000, 0.786328125, 0.02578125, 0.0, 0.00322265625 
1502799638.227488, 0.168, 0.780, 1.492, 1.511, 64, 0.168, 0.780, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799638.329313, 0.055, 0.786, 1.540, 1.540, 64, 0.055, 0.786, 0.000, 0.8185546875, 0.02900390625, 0.00322265625, 0.0 
1502799638.430991, 0.193, 0.786, 1.547, 1.544, 64, 0.193, 0.786, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.0064453125 
1502799638.532755, 0.110, 0.780, 1.540, 1.550, 64, 0.110, 0.780, 0.000, 0.812109375, 0.02578125, 0.00322265625, 0.00322265625 
1502799638.634546, 0.058, 0.812, 1.563, 1.508, 64, 0.058, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799638.736749, 0.648, 0.799, 1.502, 1.502, 64, 0.648, 0.799, 0.000, 0.786328125, 0.03544921875, 0.0064453125, 0.012890625 
1502799638.838758, 0.068, 0.780, 1.502, 1.508, 64, 0.068, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.00322265625, 0.00322265625 
1502799638.940486, 0.081, 0.780, 1.511, 1.511, 64, 0.081, 0.780, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.00322265625 
1502799639.042240, 0.667, 0.790, 1.540, 1.511, 64, 0.667, 0.790, 0.000, 0.812109375, 0.02578125, 0.0, 0.00322265625 
1502799639.144015, 0.032, 0.812, 1.550, 1.534, 64, 0.032, 0.812, 0.000, 0.812109375, 0.02578125, 0.0, 0.0 
1502799639.245757, 0.161, 0.812, 1.553, 1.544, 64, 0.161, 0.812, 0.000, 0.78955078125, 0.01611328125, 0.0, 0.0 
1502799639.347500, 0.151, 0.812, 1.560, 1.553, 64, 0.151, 0.812, 0.000, 0.78955078125, 0.02578125, 0.0, 0.0 
1502799639.449566, 0.081, 0.799, 1.511, 1.492, 64, 0.081, 0.799, 0.000, 0.79921875, 0.02578125, 0.00322265625, 0.00322265625 
1502799639.551352, 0.142, 0.780, 1.511, 1.492, 64, 0.142, 0.780, 0.000, 0.786328125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799639.653101, 0.645, 0.790, 1.560, 1.511, 64, 0.645, 0.790, 0.000, 0.78955078125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799639.755933, 0.132, 0.799, 1.508, 1.502, 64, 0.132, 0.799, 0.000, 0.786328125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799639.857776, 0.119, 0.780, 1.511, 1.492, 64, 0.119, 0.780, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799639.959619, 0.097, 0.780, 1.511, 1.511, 64, 0.097, 0.780, 0.000, 0.812109375, 0.02900390625, 0.0, 0.0 
