t,dr,cr,cr2a,cr2b,pv,fdr,fcr,T,Vpz1,Vpz2,Vpzbg,Vadcbg
1502799716.917708, 0.171, 0.780, 1.502, 1.534, 80, 0.171, 0.780, 0.000, 0.812109375, 0.038671875, 0.012890625, 0.012890625 
1502799717.019701, 0.715, 0.812, 1.540, 1.502, 80, 0.715, 0.812, 0.000, 0.78955078125, 0.02900390625, 0.02578125, 0.01611328125 
1502799717.121414, 0.135, 0.780, 1.502, 1.518, 80, 0.135, 0.780, 0.000, 0.80244140625, 0.02578125, 0.012890625, 0.0064453125 
1502799717.223173, 0.683, 0.812, 1.560, 1.540, 80, 0.683, 0.812, 0.000, 0.78955078125, 0.02578125, 0.0064453125, 0.00322265625 
1502799717.324882, 0.193, 0.790, 1.508, 1.492, 80, 0.193, 0.790, 0.000, 0.80244140625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799717.426866, 0.648, 0.799, 1.508, 1.502, 80, 0.648, 0.799, 0.000, 0.79921875, 0.02578125, 0.01611328125, 0.012890625 
1502799717.528923, 0.686, 0.799, 1.553, 1.560, 80, 0.686, 0.799, 0.000, 0.812109375, 0.02900390625, 0.0064453125, 0.0064453125 
1502799717.630819, 0.151, 0.780, 1.508, 1.502, 80, 0.151, 0.780, 0.000, 0.78955078125, 0.03544921875, 0.01611328125, 0.01611328125 
1502799717.732663, 0.667, 0.812, 1.511, 1.502, 80, 0.667, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.02578125, 0.01611328125 
1502799717.834553, 0.151, 0.786, 1.544, 1.560, 80, 0.151, 0.786, 0.000, 0.8185546875, 0.02578125, 0.01611328125, 0.01611328125 
1502799717.936397, 0.725, 0.790, 1.518, 1.492, 80, 0.725, 0.790, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.012890625 
1502799718.038177, 0.645, 0.802, 1.544, 1.550, 80, 0.645, 0.802, 0.000, 0.79921875, 0.0322265625, 0.012890625, 0.0064453125 
1502799718.140049, 0.645, 0.780, 1.508, 1.511, 80, 0.645, 0.780, 0.000, 0.78955078125, 0.02900390625, 0.0064453125, 0.00322265625 
1502799718.241816, 0.709, 0.802, 1.502, 1.492, 80, 0.709, 0.802, 0.000, 0.7798828125, 0.02578125, 0.0, 0.00322265625 
1502799718.343904, 0.200, 0.799, 1.508, 1.492, 80, 0.200, 0.799, 0.000, 0.79921875, 0.02578125, 0.00322265625, 0.0064453125 
1502799718.445761, 0.683, 0.812, 1.544, 1.553, 80, 0.683, 0.812, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799718.547602, 0.097, 0.780, 1.534, 1.534, 80, 0.097, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.012890625, 0.012890625 
1502799718.649546, 0.677, 0.780, 1.502, 1.476, 80, 0.677, 0.780, 0.000, 0.786328125, 0.0322265625, 0.01611328125, 0.01611328125 
1502799718.751236, 0.664, 0.812, 1.560, 1.508, 80, 0.664, 0.812, 0.000, 0.786328125, 0.0322265625, 0.012890625, 0.012890625 
1502799718.853026, 0.180, 0.780, 1.534, 1.553, 80, 0.180, 0.780, 0.000, 0.812109375, 0.02578125, 0.02578125, 0.01611328125 
1502799718.954788, 0.767, 0.812, 1.534, 1.492, 80, 0.767, 0.812, 0.000, 0.78955078125, 0.038671875, 0.02578125, 0.02578125 
1502799719.056595, 0.200, 0.780, 1.540, 1.540, 80, 0.200, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.01611328125, 0.01611328125 
1502799719.158321, 0.664, 0.812, 1.560, 1.518, 80, 0.664, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799719.260119, 0.119, 0.780, 1.511, 1.502, 80, 0.119, 0.780, 0.000, 0.812109375, 0.02578125, 0.0064453125, 0.00322265625 
1502799719.361831, 0.664, 0.790, 1.560, 1.553, 80, 0.664, 0.790, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799719.463579, 0.677, 0.799, 1.518, 1.492, 80, 0.677, 0.799, 0.000, 0.786328125, 0.02578125, 0.0064453125, 0.012890625 
1502799719.565453, 0.193, 0.790, 1.553, 1.560, 80, 0.193, 0.790, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799719.667658, 0.677, 0.780, 1.534, 1.534, 80, 0.677, 0.780, 0.000, 0.80244140625, 0.038671875, 0.01611328125, 0.02578125 
1502799719.770176, 0.203, 0.780, 1.502, 1.508, 80, 0.203, 0.780, 0.000, 0.812109375, 0.038671875, 0.012890625, 0.01611328125 
1502799719.872692, 0.667, 0.780, 1.502, 1.476, 80, 0.667, 0.780, 0.000, 0.79921875, 0.02900390625, 0.01611328125, 0.01611328125 
1502799719.974874, 0.110, 0.799, 1.518, 1.492, 80, 0.110, 0.799, 0.000, 0.7798828125, 0.02900390625, 0.012890625, 0.0064453125 
1502799720.077097, 0.677, 0.802, 1.563, 1.560, 80, 0.677, 0.802, 0.000, 0.7798828125, 0.0322265625, 0.012890625, 0.012890625 
1502799720.179420, 0.677, 0.780, 1.550, 1.534, 80, 0.677, 0.780, 0.000, 0.80244140625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799720.281653, 0.180, 0.780, 1.511, 1.511, 80, 0.180, 0.780, 0.000, 0.79921875, 0.03544921875, 0.0064453125, 0.0064453125 
1502799720.383991, 0.812, 0.780, 1.511, 1.492, 80, 0.812, 0.780, 0.000, 0.786328125, 0.02578125, 0.012890625, 0.012890625 
1502799720.486851, 0.651, 0.780, 1.511, 1.534, 80, 0.651, 0.780, 0.000, 0.786328125, 0.02900390625, 0.01611328125, 0.01611328125 
1502799720.589228, 0.735, 0.802, 1.518, 1.492, 80, 0.735, 0.802, 0.000, 0.7798828125, 0.02578125, 0.01611328125, 0.01611328125 
1502799720.691167, 0.106, 0.786, 1.511, 1.540, 80, 0.106, 0.786, 0.000, 0.812109375, 0.02900390625, 0.012890625, 0.0064453125 
1502799720.793627, 0.677, 0.780, 1.518, 1.511, 80, 0.677, 0.780, 0.000, 0.78955078125, 0.02900390625, 0.0193359375, 0.01611328125 
1502799720.895808, 0.735, 0.819, 1.508, 1.502, 80, 0.735, 0.819, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.0064453125 
1502799720.998074, 0.648, 0.812, 1.547, 1.492, 80, 0.648, 0.812, 0.000, 0.77666015625, 0.01611328125, 0.0064453125, 0.0064453125 
1502799721.100367, 0.780, 0.780, 1.502, 1.492, 80, 0.780, 0.780, 0.000, 0.79921875, 0.02900390625, 0.01611328125, 0.012890625 
1502799721.202477, 0.683, 0.819, 1.502, 1.492, 80, 0.683, 0.819, 0.000, 0.79921875, 0.02578125, 0.012890625, 0.012890625 
1502799721.304557, 0.709, 0.780, 1.534, 1.518, 80, 0.709, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.012890625, 0.012890625 
1502799721.406428, 0.151, 0.819, 1.511, 1.492, 80, 0.151, 0.819, 0.000, 0.7798828125, 0.0322265625, 0.01611328125, 0.01611328125 
1502799721.508595, 0.735, 0.799, 1.547, 1.547, 80, 0.735, 0.799, 0.000, 0.79921875, 0.01611328125, 0.01611328125, 0.01611328125 
1502799721.610512, 0.715, 0.786, 1.511, 1.492, 80, 0.715, 0.786, 0.000, 0.78955078125, 0.03544921875, 0.01611328125, 0.01611328125 
1502799721.712692, 0.654, 0.790, 1.511, 1.492, 80, 0.654, 0.790, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799721.814837, 0.819, 0.812, 1.563, 1.492, 80, 0.819, 0.812, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799721.917001, 0.203, 0.780, 1.550, 1.518, 80, 0.203, 0.780, 0.000, 0.7798828125, 0.01611328125, 0.00322265625, 0.0 
1502799722.018966, 0.780, 0.786, 1.502, 1.473, 80, 0.780, 0.786, 0.000, 0.77021484375, 0.02578125, 0.0064453125, 0.0064453125 
1502799722.120792, 0.151, 0.786, 1.550, 1.540, 80, 0.151, 0.786, 0.000, 0.80244140625, 0.02900390625, 0.00322265625, 0.00322265625 
1502799722.222579, 0.699, 0.780, 1.511, 1.492, 80, 0.699, 0.780, 0.000, 0.7798828125, 0.02900390625, 0.02578125, 0.02900390625 
1502799722.324721, 0.677, 0.799, 1.502, 1.492, 80, 0.677, 0.799, 0.000, 0.7798828125, 0.02900390625, 0.01611328125, 0.01611328125 
1502799722.426803, 0.683, 0.819, 1.576, 1.502, 80, 0.683, 0.819, 0.000, 0.77021484375, 0.038671875, 0.01611328125, 0.01611328125 
1502799722.528887, 0.728, 0.802, 1.540, 1.544, 80, 0.728, 0.802, 0.000, 0.78310546875, 0.0322265625, 0.0064453125, 0.0064453125 
1502799722.630689, 0.203, 0.780, 1.492, 1.534, 80, 0.203, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.00322265625, 0.00322265625 
1502799722.732512, 0.799, 0.786, 1.502, 1.502, 80, 0.799, 0.786, 0.000, 0.7798828125, 0.02578125, 0.0, 0.0064453125 
1502799722.834612, 0.203, 0.780, 1.502, 1.492, 80, 0.203, 0.780, 0.000, 0.7798828125, 0.02578125, 0.0, 0.0 
1502799722.936666, 0.754, 0.780, 1.502, 1.502, 80, 0.754, 0.780, 0.000, 0.7798828125, 0.02578125, 0.00322265625, 0.00322265625 
1502799723.038984, 0.193, 0.780, 1.502, 1.534, 80, 0.193, 0.780, 0.000, 0.79921875, 0.03544921875, 0.012890625, 0.0064453125 
1502799723.141212, 0.203, 0.780, 1.492, 1.511, 80, 0.203, 0.780, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799723.243453, 0.686, 0.780, 1.534, 1.502, 80, 0.686, 0.780, 0.000, 0.80244140625, 0.04189453125, 0.0064453125, 0.0064453125 
1502799723.346041, 0.171, 0.780, 1.502, 1.508, 80, 0.171, 0.780, 0.000, 0.7798828125, 0.03544921875, 0.01611328125, 0.012890625 
1502799723.448169, 0.686, 0.780, 1.502, 1.502, 80, 0.686, 0.780, 0.000, 0.7798828125, 0.0322265625, 0.01611328125, 0.0064453125 
1502799723.550511, 0.161, 0.780, 1.492, 1.479, 80, 0.161, 0.780, 0.000, 0.78955078125, 0.02578125, 0.012890625, 0.0064453125 
1502799723.652755, 0.648, 0.780, 1.502, 1.511, 80, 0.648, 0.780, 0.000, 0.786328125, 0.02578125, 0.012890625, 0.0064453125 
1502799723.755176, 0.709, 0.780, 1.511, 1.502, 80, 0.709, 0.780, 0.000, 0.7798828125, 0.02900390625, 0.012890625, 0.0064453125 
1502799723.857681, 0.200, 0.780, 1.553, 1.553, 80, 0.200, 0.780, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799723.959985, 0.770, 0.780, 1.502, 1.502, 80, 0.770, 0.780, 0.000, 0.79921875, 0.0322265625, 0.02578125, 0.02578125 
1502799724.062367, 0.664, 0.780, 1.508, 1.502, 80, 0.664, 0.780, 0.000, 0.79921875, 0.038671875, 0.01611328125, 0.01611328125 
1502799724.164632, 0.777, 0.780, 1.511, 1.540, 80, 0.777, 0.780, 0.000, 0.78955078125, 0.0322265625, 0.012890625, 0.01611328125 
1502799724.267134, 0.116, 0.780, 1.511, 1.518, 80, 0.116, 0.780, 0.000, 0.7798828125, 0.03544921875, 0.01611328125, 0.012890625 
1502799724.369532, 0.725, 0.780, 1.502, 1.518, 80, 0.725, 0.780, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.0064453125 
1502799724.471688, 0.651, 0.780, 1.502, 1.476, 80, 0.651, 0.780, 0.000, 0.80244140625, 0.02578125, 0.0064453125, 0.0064453125 
1502799724.573865, 0.709, 0.799, 1.511, 1.492, 80, 0.709, 0.799, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799724.676129, 0.699, 0.812, 1.534, 1.502, 80, 0.699, 0.812, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799724.778368, 0.139, 0.802, 1.547, 1.553, 80, 0.139, 0.802, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799724.880227, 0.831, 0.786, 1.511, 1.473, 80, 0.831, 0.786, 0.000, 0.7798828125, 0.02900390625, 0.02578125, 0.02578125 
1502799724.981990, 0.132, 0.780, 1.511, 1.540, 80, 0.132, 0.780, 0.000, 0.812109375, 0.0322265625, 0.02900390625, 0.02578125 
1502799725.083782, 0.709, 0.799, 1.511, 1.502, 80, 0.709, 0.799, 0.000, 0.77666015625, 0.02578125, 0.02578125, 0.02578125 
1502799725.185586, 0.193, 0.780, 1.534, 1.544, 80, 0.193, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0064453125 
1502799725.287513, 0.715, 0.799, 1.502, 1.502, 80, 0.715, 0.799, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.0064453125 
1502799725.389469, 0.667, 0.812, 1.540, 1.534, 80, 0.667, 0.812, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.00322265625 
1502799725.491250, 0.151, 0.786, 1.534, 1.540, 80, 0.151, 0.786, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.0 
1502799725.593017, 0.857, 0.822, 1.508, 1.502, 80, 0.857, 0.822, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799725.694832, 0.161, 0.790, 1.550, 1.534, 80, 0.161, 0.790, 0.000, 0.79921875, 0.02900390625, 0.01611328125, 0.012890625 
1502799725.797034, 0.751, 0.780, 1.511, 1.534, 80, 0.751, 0.780, 0.000, 0.786328125, 0.0322265625, 0.012890625, 0.012890625 
1502799725.899400, 0.184, 0.780, 1.492, 1.492, 80, 0.184, 0.780, 0.000, 0.80244140625, 0.04189453125, 0.01611328125, 0.012890625 
1502799726.001593, 0.683, 0.780, 1.492, 1.502, 80, 0.683, 0.780, 0.000, 0.79921875, 0.0322265625, 0.012890625, 0.012890625 
1502799726.103818, 0.686, 0.790, 1.518, 1.492, 80, 0.686, 0.790, 0.000, 0.7798828125, 0.0322265625, 0.0064453125, 0.0064453125 
1502799726.206131, 0.132, 0.780, 1.502, 1.492, 80, 0.132, 0.780, 0.000, 0.7798828125, 0.02578125, 0.00322265625, 0.00322265625 
1502799726.308597, 0.709, 0.780, 1.502, 1.502, 80, 0.709, 0.780, 0.000, 0.7798828125, 0.01611328125, 0.0064453125, 0.00322265625 
1502799726.410954, 0.203, 0.780, 1.511, 1.518, 80, 0.203, 0.780, 0.000, 0.80244140625, 0.03544921875, 0.01611328125, 0.01611328125 
1502799726.513432, 0.677, 0.780, 1.511, 1.534, 80, 0.677, 0.780, 0.000, 0.786328125, 0.02578125, 0.0064453125, 0.0064453125 
1502799726.615735, 0.203, 0.780, 1.534, 1.518, 80, 0.203, 0.780, 0.000, 0.80244140625, 0.02900390625, 0.012890625, 0.012890625 
1502799726.718090, 0.193, 0.802, 1.550, 1.553, 80, 0.193, 0.802, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799726.820528, 0.754, 0.802, 1.563, 1.560, 80, 0.754, 0.802, 0.000, 0.79921875, 0.038671875, 0.012890625, 0.012890625 
1502799726.922838, 0.651, 0.802, 1.553, 1.560, 80, 0.651, 0.802, 0.000, 0.78955078125, 0.02578125, 0.0064453125, 0.0064453125 
1502799727.025156, 0.767, 0.799, 1.544, 1.553, 80, 0.767, 0.799, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.0064453125 
1502799727.127286, 0.132, 0.786, 1.540, 1.540, 80, 0.132, 0.786, 0.000, 0.7798828125, 0.02900390625, 0.00322265625, 0.0 
1502799727.229602, 0.735, 0.802, 1.534, 1.553, 80, 0.735, 0.802, 0.000, 0.78955078125, 0.02578125, 0.0064453125, 0.0064453125 
1502799727.331948, 0.645, 0.812, 1.560, 1.511, 80, 0.645, 0.812, 0.000, 0.786328125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799727.434080, 0.677, 0.812, 1.560, 1.511, 80, 0.677, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.012890625, 0.01611328125 
1502799727.536276, 0.686, 0.799, 1.553, 1.547, 80, 0.686, 0.799, 0.000, 0.786328125, 0.0322265625, 0.02578125, 0.01611328125 
1502799727.638376, 0.168, 0.780, 1.502, 1.508, 80, 0.168, 0.780, 0.000, 0.7798828125, 0.038671875, 0.01611328125, 0.012890625 
1502799727.740605, 0.728, 0.780, 1.511, 1.476, 80, 0.728, 0.780, 0.000, 0.77021484375, 0.0322265625, 0.012890625, 0.01611328125 
1502799727.842507, 0.203, 0.812, 1.550, 1.492, 80, 0.203, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.01611328125, 0.01611328125 
1502799727.944356, 0.748, 0.786, 1.534, 1.534, 80, 0.748, 0.786, 0.000, 0.7798828125, 0.02578125, 0.012890625, 0.012890625 
1502799728.046565, 0.161, 0.780, 1.502, 1.492, 80, 0.161, 0.780, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.00322265625 
1502799728.148911, 0.735, 0.780, 1.502, 1.492, 80, 0.735, 0.780, 0.000, 0.77666015625, 0.038671875, 0.0064453125, 0.0064453125 
1502799728.250942, 0.648, 0.812, 1.560, 1.492, 80, 0.648, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.01611328125, 0.01611328125 
1502799728.353141, 0.148, 0.790, 1.544, 1.544, 80, 0.148, 0.790, 0.000, 0.80244140625, 0.03544921875, 0.012890625, 0.012890625 
1502799728.454974, 0.735, 0.780, 1.492, 1.492, 80, 0.735, 0.780, 0.000, 0.7798828125, 0.0322265625, 0.012890625, 0.01611328125 
1502799728.557207, 0.667, 0.780, 1.502, 1.476, 80, 0.667, 0.780, 0.000, 0.77021484375, 0.038671875, 0.01611328125, 0.01611328125 
1502799728.659587, 0.735, 0.786, 1.534, 1.492, 80, 0.735, 0.786, 0.000, 0.77666015625, 0.02900390625, 0.012890625, 0.012890625 
1502799728.761603, 0.135, 0.812, 1.563, 1.508, 80, 0.135, 0.812, 0.000, 0.78955078125, 0.02578125, 0.00322265625, 0.0 
1502799728.863811, 0.203, 0.802, 1.560, 1.511, 80, 0.203, 0.802, 0.000, 0.77666015625, 0.02578125, 0.012890625, 0.0064453125 
1502799728.966078, 0.735, 0.799, 1.511, 1.550, 80, 0.735, 0.799, 0.000, 0.78955078125, 0.02578125, 0.0064453125, 0.0064453125 
1502799729.068441, 0.161, 0.780, 1.511, 1.511, 80, 0.161, 0.780, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799729.170529, 0.757, 0.786, 1.511, 1.492, 80, 0.757, 0.786, 0.000, 0.77021484375, 0.03544921875, 0.01611328125, 0.02578125 
1502799729.272349, 0.648, 0.812, 1.544, 1.576, 80, 0.648, 0.812, 0.000, 0.78955078125, 0.0322265625, 0.01611328125, 0.01611328125 
1502799729.374209, 0.667, 0.780, 1.502, 1.492, 80, 0.667, 0.780, 0.000, 0.7798828125, 0.02900390625, 0.012890625, 0.012890625 
1502799729.476147, 0.203, 0.802, 1.553, 1.518, 80, 0.203, 0.802, 0.000, 0.7798828125, 0.02900390625, 0.012890625, 0.01611328125 
1502799729.578122, 0.203, 0.780, 1.511, 1.508, 80, 0.203, 0.780, 0.000, 0.7798828125, 0.02578125, 0.01611328125, 0.01611328125 
1502799729.680058, 0.738, 0.802, 1.576, 1.553, 80, 0.738, 0.802, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799729.781930, 0.200, 0.799, 1.508, 1.476, 80, 0.200, 0.799, 0.000, 0.78955078125, 0.02578125, 0.0064453125, 0.00322265625 
1502799729.883792, 0.715, 0.799, 1.534, 1.550, 80, 0.715, 0.799, 0.000, 0.80244140625, 0.01611328125, 0.0064453125, 0.012890625 
1502799729.985913, 0.180, 0.780, 1.502, 1.502, 80, 0.180, 0.780, 0.000, 0.78955078125, 0.02578125, 0.012890625, 0.012890625 
1502799730.088029, 0.667, 0.819, 1.534, 1.511, 80, 0.667, 0.819, 0.000, 0.7798828125, 0.02900390625, 0.01611328125, 0.01611328125 
1502799730.190378, 0.184, 0.780, 1.550, 1.547, 80, 0.184, 0.780, 0.000, 0.80244140625, 0.03544921875, 0.02578125, 0.01611328125 
1502799730.292803, 0.203, 0.780, 1.511, 1.511, 80, 0.203, 0.780, 0.000, 0.80244140625, 0.03544921875, 0.01611328125, 0.01611328125 
1502799730.394985, 0.802, 0.819, 1.518, 1.489, 80, 0.802, 0.819, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799730.497183, 0.193, 0.799, 1.550, 1.550, 80, 0.193, 0.799, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799730.599567, 0.799, 0.780, 1.492, 1.511, 80, 0.799, 0.780, 0.000, 0.79921875, 0.0193359375, 0.0064453125, 0.0064453125 
1502799730.701790, 0.180, 0.812, 1.511, 1.502, 80, 0.180, 0.812, 0.000, 0.80244140625, 0.02578125, 0.0, 0.0 
1502799730.803957, 0.648, 0.780, 1.492, 1.511, 80, 0.648, 0.780, 0.000, 0.79921875, 0.02578125, 0.012890625, 0.00966796875 
1502799730.906093, 0.664, 0.812, 1.518, 1.502, 80, 0.664, 0.812, 0.000, 0.7798828125, 0.02578125, 0.012890625, 0.01611328125 
1502799731.008233, 0.645, 0.780, 1.534, 1.553, 80, 0.645, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.01611328125, 0.01611328125 
1502799731.110529, 0.770, 0.822, 1.502, 1.502, 80, 0.770, 0.822, 0.000, 0.80244140625, 0.03544921875, 0.01611328125, 0.01611328125 
1502799731.212752, 0.203, 0.799, 1.553, 1.511, 80, 0.203, 0.799, 0.000, 0.80244140625, 0.0322265625, 0.01611328125, 0.01611328125 
1502799731.315353, 0.802, 0.780, 1.518, 1.508, 80, 0.802, 0.780, 0.000, 0.812109375, 0.02578125, 0.012890625, 0.012890625 
1502799731.417458, 0.148, 0.819, 1.511, 1.502, 80, 0.148, 0.819, 0.000, 0.786328125, 0.02900390625, 0.0064453125, 0.00322265625 
1502799731.519707, 0.686, 0.780, 1.511, 1.511, 80, 0.686, 0.780, 0.000, 0.80244140625, 0.02578125, 0.012890625, 0.0064453125 
1502799731.621908, 0.664, 0.799, 1.534, 1.502, 80, 0.664, 0.799, 0.000, 0.79921875, 0.0322265625, 0.0064453125, 0.0064453125 
1502799731.724111, 0.193, 0.799, 1.550, 1.550, 80, 0.193, 0.799, 0.000, 0.78955078125, 0.0322265625, 0.0064453125, 0.012890625 
1502799731.826727, 0.751, 0.780, 1.534, 1.502, 80, 0.751, 0.780, 0.000, 0.80244140625, 0.038671875, 0.01611328125, 0.01611328125 
1502799731.929002, 0.203, 0.790, 1.511, 1.489, 80, 0.203, 0.790, 0.000, 0.786328125, 0.0322265625, 0.012890625, 0.012890625 
1502799732.031142, 0.819, 0.812, 1.560, 1.560, 80, 0.819, 0.812, 0.000, 0.7798828125, 0.0322265625, 0.01611328125, 0.01611328125 
1502799732.133368, 0.151, 0.780, 1.511, 1.502, 80, 0.151, 0.780, 0.000, 0.812109375, 0.02900390625, 0.0064453125, 0.0 
1502799732.235594, 0.677, 0.799, 1.502, 1.492, 80, 0.677, 0.799, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.012890625 
1502799732.338020, 0.667, 0.819, 1.502, 1.502, 80, 0.667, 0.819, 0.000, 0.78955078125, 0.0322265625, 0.00322265625, 0.00322265625 
1502799732.440276, 0.686, 0.799, 1.544, 1.553, 80, 0.686, 0.799, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.0064453125 
1502799732.542490, 0.651, 0.780, 1.502, 1.502, 80, 0.651, 0.780, 0.000, 0.80244140625, 0.03544921875, 0.0064453125, 0.0064453125 
1502799732.644641, 0.184, 0.819, 1.534, 1.502, 80, 0.184, 0.819, 0.000, 0.80244140625, 0.02900390625, 0.012890625, 0.0064453125 
1502799732.746764, 0.838, 0.780, 1.544, 1.534, 80, 0.838, 0.780, 0.000, 0.812109375, 0.0515625, 0.012890625, 0.01611328125 
1502799732.849145, 0.193, 0.780, 1.508, 1.534, 80, 0.193, 0.780, 0.000, 0.80244140625, 0.038671875, 0.012890625, 0.0064453125 
1502799732.951364, 0.799, 0.822, 1.511, 1.492, 80, 0.799, 0.822, 0.000, 0.7798828125, 0.02578125, 0.0064453125, 0.0064453125 
1502799733.053745, 0.645, 0.812, 1.534, 1.502, 80, 0.645, 0.812, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.00322265625 
1502799733.156069, 0.683, 0.780, 1.540, 1.534, 80, 0.683, 0.780, 0.000, 0.812109375, 0.02578125, 0.0064453125, 0.00322265625 
1502799733.258195, 0.686, 0.786, 1.492, 1.502, 80, 0.686, 0.786, 0.000, 0.80244140625, 0.02578125, 0.0064453125, 0.0064453125 
1502799733.360440, 0.119, 0.812, 1.560, 1.502, 80, 0.119, 0.812, 0.000, 0.786328125, 0.02578125, 0.0064453125, 0.0064453125 
1502799733.462709, 0.709, 0.780, 1.553, 1.534, 80, 0.709, 0.780, 0.000, 0.812109375, 0.0322265625, 0.0064453125, 0.012890625 
1502799733.564929, 0.648, 0.780, 1.476, 1.511, 80, 0.648, 0.780, 0.000, 0.8185546875, 0.0322265625, 0.012890625, 0.012890625 
1502799733.667578, 0.780, 0.780, 1.502, 1.502, 80, 0.780, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.012890625, 0.01611328125 
1502799733.769932, 0.161, 0.812, 1.576, 1.502, 80, 0.161, 0.812, 0.000, 0.80244140625, 0.02900390625, 0.0064453125, 0.0 
1502799733.872069, 0.677, 0.780, 1.534, 1.534, 80, 0.677, 0.780, 0.000, 0.80244140625, 0.01611328125, 0.0, 0.00322265625 
1502799733.974476, 0.674, 0.780, 1.502, 1.502, 80, 0.674, 0.780, 0.000, 0.812109375, 0.02900390625, 0.00322265625, 0.00322265625 
1502799734.076706, 0.151, 0.819, 1.508, 1.511, 80, 0.151, 0.819, 0.000, 0.80244140625, 0.02900390625, 0.00322265625, 0.00322265625 
1502799734.179108, 0.719, 0.802, 1.560, 1.511, 80, 0.719, 0.802, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799734.281258, 0.161, 0.780, 1.502, 1.544, 80, 0.161, 0.780, 0.000, 0.812109375, 0.02900390625, 0.012890625, 0.0064453125 
1502799734.383335, 0.728, 0.812, 1.511, 1.492, 80, 0.728, 0.812, 0.000, 0.7798828125, 0.02900390625, 0.0064453125, 0.012890625 
1502799734.485231, 0.139, 0.780, 1.550, 1.511, 80, 0.139, 0.780, 0.000, 0.8185546875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799734.587294, 0.180, 0.780, 1.502, 1.511, 80, 0.180, 0.780, 0.000, 0.80244140625, 0.0322265625, 0.0064453125, 0.0064453125 
1502799734.689609, 0.777, 0.799, 1.511, 1.479, 80, 0.777, 0.799, 0.000, 0.79921875, 0.02900390625, 0.0064453125, 0.0064453125 
1502799734.791784, 0.171, 0.802, 1.550, 1.511, 80, 0.171, 0.802, 0.000, 0.79921875, 0.02578125, 0.0064453125, 0.00322265625 
1502799734.894047, 0.722, 0.780, 1.508, 1.508, 80, 0.722, 0.780, 0.000, 0.80244140625, 0.02578125, 0.00322265625, 0.0064453125 
1502799734.996421, 0.180, 0.786, 1.502, 1.492, 80, 0.180, 0.786, 0.000, 0.80244140625, 0.02900390625, 0.00322265625, 0.00322265625 
1502799735.098697, 0.683, 0.812, 1.560, 1.502, 80, 0.683, 0.812, 0.000, 0.786328125, 0.0322265625, 0.02578125, 0.02578125 
