t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,T,Vpz,Vms
1505830529.532202, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.000, 0.334, 0.000, 0.0516129032258, 0.065 
1505830529.543996, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.065 
1505830529.555836, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.045, 0.334, 0.000, 0.132258064516, 0.077 
1505830529.567818, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.000, 0.334, 0.000, 0.0, 0.077 
1505830529.579640, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.048, 0.334, 0.000, 0.129032258065, 0.077 
1505830529.591584, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.334, 0.000, 0.0322580645161, 0.090 
1505830529.603388, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.334, 0.000, 0.0, 0.090 
1505830529.615239, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.039, 0.334, 0.000, 0.122580645161, 0.090 
1505830529.627026, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.000, 0.334, 0.000, 0.0, 0.103 
1505830529.638815, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.052, 0.334, 0.000, 0.138709677419, 0.103 
1505830529.650747, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.000, 0.334, 0.000, 0.00645161290323, 0.103 
1505830529.662550, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.016, 0.334, 0.000, 0.0258064516129, 0.103 
1505830529.674292, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.029, 0.334, 0.000, 0.103225806452, 0.116 
1505830529.686106, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.334, 0.000, 0.0, 0.116 
1505830529.698069, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.058, 0.334, 0.000, 0.154838709677, 0.116 
1505830529.709983, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.334, 0.000, 0.0, 0.116 
1505830529.722360, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.397, 0.016, 0.334, 0.000, 0.0322580645161, 0.116 
1505830529.734272, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.029, 0.334, 0.000, 0.103225806452, 0.129 
1505830529.746154, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.129 
1505830529.757986, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.423, 0.061, 0.334, 0.000, 0.151612903226, 0.129 
1505830529.769885, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.000, 0.334, 0.000, 0.0, 0.129 
1505830529.781843, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.406, 0.026, 0.334, 0.000, 0.0548387096774, 0.142 
1505830529.793615, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.016, 0.334, 0.000, 0.0870967741935, 0.142 
1505830529.805417, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.000, 0.334, 0.000, 0.0, 0.142 
1505830529.818156, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.429, 0.055, 0.334, 0.000, 0.148387096774, 0.142 
1505830529.830014, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.334, 0.000, 0.0, 0.142 
1505830529.841972, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.026, 0.334, 0.000, 0.0516129032258, 0.155 
1505830529.853772, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.019, 0.334, 0.000, 0.0870967741935, 0.155 
1505830529.865577, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.000, 0.334, 0.000, 0.0, 0.155 
1505830529.877361, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.058, 0.334, 0.000, 0.148387096774, 0.155 
1505830529.889170, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.423, 0.000, 0.334, 0.000, 0.0, 0.168 
1505830529.901081, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.465, 0.042, 0.334, 0.000, 0.0870967741935, 0.168 
1505830529.912981, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.010, 0.334, 0.000, 0.0741935483871, 0.168 
1505830529.924844, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.168 
1505830529.936670, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.045, 0.334, 0.000, 0.141935483871, 0.181 
1505830529.949111, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.181 
1505830529.961151, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.039, 0.334, 0.000, 0.0870967741935, 0.181 
1505830529.972903, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.003, 0.334, 0.000, 0.0709677419355, 0.181 
1505830529.984747, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.194 
1505830529.996501, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.045, 0.334, 0.000, 0.138709677419, 0.194 
1505830530.008292, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.000, 0.334, 0.000, 0.0, 0.194 
1505830530.020032, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.423, 0.052, 0.334, 0.000, 0.122580645161, 0.194 
1505830530.031925, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 0.000, 0.0387096774194, 0.194 
1505830530.043671, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.334, 0.000, 0.0, 0.194 
1505830530.055472, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.039, 0.334, 0.000, 0.125806451613, 0.206 
1505830530.067312, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.000, 0.334, 0.000, 0.0, 0.206 
1505830530.079172, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.055, 0.334, 0.000, 0.138709677419, 0.206 
1505830530.091153, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.426, 0.000, 0.334, 0.000, 0.0161290322581, 0.206 
1505830530.102931, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.410, 0.013, 0.334, 0.000, 0.0161290322581, 0.206 
1505830530.114698, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.477, 0.029, 0.334, 0.000, 0.109677419355, 0.219 
1505830530.126511, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.219 
1505830530.138255, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.058, 0.334, 0.000, 0.154838709677, 0.219 
1505830530.150053, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.000, 0.334, 0.000, 0.0, 0.219 
1505830530.161934, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.026, 0.334, 0.000, 0.058064516129, 0.219 
1505830530.173725, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.487, 0.019, 0.334, 0.000, 0.0870967741935, 0.219 
1505830530.185512, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.334, 0.000, 0.0, 0.219 
1505830530.197356, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.055, 0.669, 0.000, 0.145161290323, 0.232 
1505830530.209618, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.432, 0.000, 0.669, 0.000, 0.0, 0.232 
1505830530.221904, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.461, 0.026, 0.669, 0.000, 0.0516129032258, 0.258 
1505830530.238632, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.474, 0.039, 0.669, 0.000, 0.116129032258, 0.258 
1505830530.251282, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.481, 0.000, 0.669, 0.000, 0.0225806451613, 0.258 
1505830530.263342, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.669, 0.000, 0.0, 0.258 
1505830530.275478, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.042, 0.669, 0.000, 0.122580645161, 0.271 
1505830530.287250, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.669, 0.000, 0.0, 0.258 
1505830530.299168, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.471, 0.055, 0.669, 0.000, 0.141935483871, 0.258 
1505830530.311110, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.458, 0.000, 0.669, 0.000, 0.0129032258065, 0.271 
1505830530.323007, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.010, 0.669, 0.000, 0.0193548387097, 0.271 
1505830530.334871, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.455, 0.032, 0.669, 0.000, 0.109677419355, 0.271 
1505830530.346632, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.669, 0.000, 0.0, 0.271 
1505830530.358506, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.442, 0.055, 0.669, 0.000, 0.148387096774, 0.271 
1505830530.370428, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.000, 0.669, 0.000, 0.0, 0.271 
1505830530.382268, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.026, 0.669, 0.000, 0.0483870967742, 0.271 
1505830530.394597, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.439, 0.026, 0.669, 0.000, 0.106451612903, 0.284 
1505830530.406543, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.452, 0.000, 0.669, 0.000, 0.0, 0.284 
1505830530.418437, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.435, 0.061, 0.669, 0.000, 0.151612903226, 0.284 
1505830530.430346, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.445, 0.000, 0.669, 0.000, 0.0, 0.284 
1505830530.442168, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.448, 0.026, 0.669, 0.000, 0.0516129032258, 0.284 
1505830530.453990, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2.468, 0.019, 0.669, 0.000, 0.0903225806452, 0.284 
