t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,pv,Tc,Vpz,Vms
1507542493.65015,2054.554,2072.967,2061.016,2077.005,2072.626,2075.018,2.555,0,78.595,16.75,0.0032258065,4.916
1507542493.66198,2108.185,2105.574,2108.538,2613.599,1043.273,2258.726,2.558,0.026,78.595,16.75,0.0838709677,4.968
1507542493.67375,2151.808,2070.375,2083.057,2068.945,2076.388,2077.828,2.587,0,78.595,16.75,0,4.916
1507542493.68534,2108.538,2072.421,2057.309,2072.421,2055.36,2056.233,2.545,0.042,78.595,16.75,0.1129032258,4.877
1507542493.69727,2087.065,2616.86,1050.204,2400.403,1051.889,2096.104,2.539,0,78.595,16.75,0,4.929
1507542493.70889,2054.823,2069.286,2056.166,2051.406,2053.146,2075.292,2.561,0.026,78.595,16.75,0.0451612903,4.877
1507542493.72064,2105.574,2105.222,2115.06,2113.567,2118.05,2639.476,2.565,0.01,78.595,16.75,0.0612903226,4.929
1507542493.73267,1045.075,2387.015,1041.235,2172.689,2106.702,2079.889,2.577,0,78.595,16.75,0,4.89
1507542493.7444,2110.235,2103.814,2112.999,2104.659,2115.628,2057.847,2.529,0.048,78.595,16.75,0.1129032258,4.955
1507542493.75615,2088.034,2092.618,2086.511,2093.523,2090.601,2439.4,2.574,0,78.595,16.75,0,4.89
1507542493.76799,1035.188,2140.752,2174.867,2058.79,2053.682,2054.286,2.565,0.032,78.595,16.75,0.0741935484,4.981
1507542493.77971,1035.188,2094.638,2104.94,2107.902,2114.491,2115.344,2.565,0,78.595,16.75,0.0387096774,4.89
1507542493.79158,1035.188,2068.401,2077.279,2654.399,1042.529,2258.321,2.603,0,78.595,16.75,0,4.994
1507542493.80343,2182.109,2103.462,2114.704,2107.973,2115.628,2109.104,2.565,0.039,78.595,16.75,0.1032258065,4.929
1507542493.81514,2088.866,2091.783,2087.688,2091.714,2090.324,2093.802,2.565,0,78.595,16.75,0,4.89
1507542493.8271,2054.219,2713.004,1033.063,2476.464,1032.707,2128.224,2.539,0.045,78.595,16.75,0.0967741935,4.929
1507542493.83869,2090.324,2095.545,1033.063,2094.081,1032.707,2093.175,2.574,0,78.595,16.75,0.0129032258,4.877
1507542493.8503,2082.988,2066.974,1033.063,2078.995,1032.707,2074.403,2.529,0.003,78.595,16.75,0,4.929
1507542493.86236,1042.685,2462.217,1043.619,2220.618,2159.193,2115.913,2.548,0.026,78.595,16.75,0.0903225806,4.89
1507542493.87397,2044.473,2072.421,2081.885,2082.436,2078.171,2089.491,2.535,0,78.595,16.75,0,4.942
1507542493.88574,2102.268,2071.807,2057.914,2058.184,2055.628,2420.536,2.545,0.052,78.595,16.75,0.1129032258,4.929
1507542493.89756,1049.171,2191.687,2232.517,2104.096,2096.453,2094.081,2.535,0,78.595,16.75,0,4.981
1507542493.90923,2057.376,2065.278,2059.262,2076.388,2072.967,2076.183,2.545,0.016,78.595,16.75,0.0322580645,4.916
1507542493.92104,2105.504,2106.702,2115.344,2628.889,1043.55,2253.952,2.558,0.019,78.595,16.75,0.064516129,4.89
1507542493.93288,2170.441,2072.694,2084.782,2082.16,2081.058,2056.233,2.542,0,78.595,16.75,0,4.929
1507542493.94456,2111.794,2071.534,2054.487,2057.107,2055.024,2076.114,2.594,0.045,78.595,16.75,0.1129032258,4.865
1507542493.95677,2087.134,2764.017,1050.642,2530.347,1052.277,2175.845,2.51,0,78.595,16.75,0,4.916
1507542493.96846,2057.04,2070.375,2055.964,2057.309,2054.823,2055.36,2.597,0.032,78.595,16.75,0.0612903226,4.877
1507542493.9801,2095.266,2107.902,2119.834,2109.386,2119.263,2116.269,2.545,0,78.595,16.75,0.0516129032,4.929
1507542493.99216,2085.335,2613.708,1041.873,2412.276,1042.098,2082.988,2.558,0,78.595,16.75,0,4.89
1507542494.00386,2114.207,2102.338,2111.794,2108.538,2113.851,2059.599,2.529,0.045,78.595,16.75,0.1096774194,4.942
1507542494.01561,2078.103,2093.802,2088.242,2095.825,2093.802,2640.806,2.545,0,78.595,16.75,0,4.903
1507542494.02749,1037.287,2302.033,1035.426,2094.987,2056.435,2043.012,2.597,0.042,78.595,16.75,0.0838709677,4.968
1507542494.03916,1037.287,2094.987,1035.426,2096.733,2107.337,2132.842,2.539,0,78.595,16.75,0.0258064516,4.916
1507542494.051,1037.287,2069.762,1035.426,2078.721,1045.006,2390.371,2.548,0,78.595,16.75,0,4.981
1507542494.06282,2327.066,2122.552,2166.33,2110.023,2130.314,2113.851,2.571,0.035,78.595,16.75,0.0967741935,4.929
1507542494.07443,2093.245,2073.856,2082.988,2093.175,2091.227,2090.324,2.555,0,78.595,16.75,0,4.877
1507542494.08624,2054.487,2070.989,2058.184,2475.587,1032.91,2133.71,2.513,0.048,78.595,16.75,0.1096774194,4.942
1507542494.09778,2093.523,2093.245,2088.519,2095.545,1032.91,2092.896,2.577,0,78.595,16.75,0,4.903
1507542494.10931,2082.16,2070.648,2077.828,2079.82,1032.91,2076.731,2.561,0.016,78.595,16.75,0.0258064516,4.929
1507542494.12116,1042.029,2392.007,1043.636,2164.541,2124.057,2147.108,2.545,0.019,78.595,16.75,0.0677419355,4.942
1507542494.13283,2093.245,2070.92,2082.436,2079.82,2091.783,2087.965,2.581,0,78.595,16.75,0,4.968
1507542494.14453,2052.543,2072.421,2057.376,2060.206,1030.002,2208.768,2.577,0.045,78.595,16.75,0.1161290323,4.929
1507542494.15642,1048.873,2156.159,2194.898,2099.672,1030.002,2093.523,2.571,0,78.595,16.75,0,4.968
1507542494.16806,2047.8,2069.558,2055.091,2080.439,1030.002,2055.628,2.539,0.032,78.595,16.75,0.0677419355,4.929
1507542494.17998,2118.621,2106.702,2117.765,2603.756,1042.529,2235.134,2.574,0.003,78.595,16.75,0.0419354839,4.877
1507542494.19171,2142.794,2077.279,2105.856,2081.609,2077.828,2076.731,2.516,0,78.595,16.75,0,4.903
1507542494.20467,2111.227,2113.567,2113.283,2106.702,2054.554,2045.802,2.565,0.048,78.595,16.75,0.1161290323,4.955
1507542494.21649,2089.976,2093.802,2087.411,2094.708,1051.889,2435.434,2.526,0,78.595,16.75,0,4.89
1507542494.22836,1035.835,2138.569,2172.014,2059.262,2043.609,2056.502,2.548,0.032,78.595,16.75,0.064516129,5.006
1507542494.24001,1035.835,2092.061,2093.245,2108.255,2129.449,2115.06,2.539,0.003,78.595,16.75,0.0451612903,4.929
1507542494.25182,1035.835,2069.218,2077.828,2550.556,1041.735,2191.381,2.552,0,78.595,16.75,0,4.89
1507542494.26362,2115.913,2105.292,2118.335,2082.712,2111.794,2112.077,2.568,0.042,78.595,16.75,0.1096774194,4.929
1507542494.27525,2098.201,2090.324,2085.059,2117.195,2094.708,2094.987,2.568,0,78.595,16.75,0,4.903
1507542494.28712,2050.069,2507.455,1034.847,2316.527,2215.926,2048.934,2.571,0.042,78.595,16.75,0.0967741935,4.955
1507542494.29869,2095.545,2094.081,1034.847,2095.266,2092.618,2125.492,2.59,0,78.595,16.75,0.0129032258,4.89
1507542494.31041,2082.229,2070.171,1034.847,2080.439,2075.566,2548.386,2.555,0.006,78.595,16.75,0,4.942
1507542494.32229,1042.098,2272.761,2322.342,2106.42,2132.552,2114.775,2.561,0.029,78.595,16.75,0.0870967742,4.942
1507542494.34254,2066.703,2073.241,2060.745,2058.184,2056.502,2065.82,2.552,0.026,78.595,16.75,0.0870967742,4.903
1507542494.35457,2098.481,2104.096,2113.851,2108.185,2115.913,2118.05,2.535,0,78.595,16.75,0,4.903
1507542494.36672,2087.688,2772.055,1042.46,2548.386,1041.528,2183.093,2.542,0.048,78.595,16.75,0.1,4.89
1507542494.37861,2113.283,2105.856,2117.124,2105.504,2116.554,2102.268,2.558,0,78.595,16.75,0.0129032258,4.903
1507542494.39049,2095.894,1856.927,2083.609,2024.018,2068.401,2025.125,2.561,0,78.595,16.75,0,5.071
1507542494.40307,2037.785,2342.663,1034.847,2162.607,2063.517,2112.716,2.603,0.039,78.595,16.75,0.1032258065,4.929
1507542494.41513,2168.57,2090.879,1034.847,2095.266,2093.802,2105.292,2.526,0,78.595,16.75,0,4.994
1507542494.42703,2057.914,2068.061,2060.138,1943.007,2012.879,1952.595,2.558,0.035,78.595,16.75,0.0903225806,4.916
1507542494.43931,2070.375,2108.255,2113.283,2245.184,2165.137,2236.803,2.542,0,78.595,16.75,0.0322580645,4.981
1507542494.45154,2115.06,2113.283,2157.342,2085.335,2074.676,2084.782,2.545,0,78.595,16.75,0,4.916
1507542494.46356,2087.688,2104.025,2107.337,2106.138,2012.364,1989.393,2.555,0.042,78.595,16.75,0.1096774194,4.942
1507542494.47584,2063.855,2030.288,1999.7,2030.026,2205.903,2230.143,2.519,0,78.595,16.75,0,4.903
1507542494.48847,2080.164,2115.415,2146.595,2113.851,2102.268,2061.894,2.552,0.029,78.595,16.75,0.064516129,4.955
1507542494.5003,2093.245,2086.234,2089.976,2102.97,2094.081,2026.495,2.535,0.01,78.595,16.75,0.0548387097,4.903
1507542494.51241,2081.609,2075.772,2073.514,2081.885,2076.388,2148.941,2.526,0,78.595,16.75,0,4.929
1507542494.52672,1041.58,2506.356,1044.208,2257.348,2193.98,2092.966,2.539,0.035,78.93,16.75,0.0838709677,4.929
1507542494.53925,1037.201,2795.333,1038.64,2505.059,1041.735,2177.426,2.584,0,78.93,16.75,0.0322580645,4.865
1507542494.55132,2123.698,2137.697,2112.716,2099.041,2118.906,2116.269,2.594,0,78.93,16.75,0,4.942
1507542494.56334,2083.057,2082.712,2091.157,2102.057,2092.966,2080.164,2.542,0.032,78.93,16.75,0.1032258065,4.877
1507542494.57529,2068.945,2721.807,1034.915,2483.012,1031.708,2130.675,2.552,0,78.93,16.75,0,4.942
1507542494.58709,2082.16,2100.232,1034.915,2095.545,1031.708,2104.729,2.552,0.042,78.93,16.75,0.0935483871,4.877
1507542494.59889,2057.847,2072.694,1034.915,2080.439,1031.708,2077.828,2.561,0,78.93,16.75,0.0193548387,4.929
1507542494.61074,2097.641,2524.864,1045.44,2322.342,2221.559,2117.124,2.574,0.003,78.93,16.75,0,4.903
1507542494.6226,2094.081,2061.556,2078.446,2080.714,2066.16,2089.144,2.539,0.032,78.93,16.75,0.0935483871,4.955
1507542494.63443,2043.609,2083.057,2063.246,2056.233,2062.096,2649.704,2.584,0,78.93,16.75,0,4.903
1507542494.64625,1053.739,2414.312,1050.783,2182.487,2123.125,2092.34,2.529,0.045,78.93,16.75,0.1096774194,4.955
1507542494.65803,2065.549,2071.261,2058.723,2061.286,2077.828,2077.554,2.584,0,78.93,16.75,0,4.916
1507542494.66987,2107.055,2107.62,2118.621,2100.302,1043.55,2501.672,2.558,0.013,78.93,16.75,0.0161290323,4.981
1507542494.6817,1045.944,2188.561,2239.829,2100.022,2070.648,2092.618,2.558,0.026,78.93,16.75,0.0806451613,4.942
1507542494.69356,2115.7,2107.337,2110.873,2058.453,2065.278,2058.184,2.626,0,78.93,16.75,0,4.994
1507542494.70539,2089.144,2094.638,2094.987,2764.017,1052.928,2345.983,2.574,0.048,78.93,16.75,0.1161290323,4.929
1507542494.71718,2233.865,2071.807,2081.609,2058.453,2055.091,2052.811,2.574,0,78.93,16.75,0,5.045
1507542494.72915,2100.793,2092.618,2096.174,2097.641,2119.834,2130.098,2.532,0.016,78.93,16.75,0.035483871,4.929
1507542494.74103,2075.292,2078.446,2071.534,2615.011,1043.619,2255.649,2.555,0.016,78.93,16.75,0.064516129,5.032
1507542494.75294,2188.865,2095.266,2119.834,2101.987,2120.763,2109.669,2.552,0,78.93,16.75,0,4.942
1507542494.76472,2083.057,2107.337,2084.506,2103.533,2094.36,2095.615,2.571,0.045,78.93,16.75,0.1161290323,4.877
1507542494.77656,2073.241,2648.365,2061.556,2419.326,1033.708,2104.659,2.545,0,78.93,16.75,0,4.955
1507542494.78835,2098.201,2110.589,2091.435,2107.337,1033.708,2119.263,2.568,0.026,78.93,16.75,0.064516129,4.89
1507542494.80017,2067.246,2074.129,2082.436,2084.437,1033.708,2080.439,2.529,0.003,78.93,16.75,0.0483870968,4.942
1507542494.81197,2112.999,2554.906,1045.231,2351.858,2259.051,2133.71,2.558,0,78.93,16.75,0,4.903
1507542494.82383,2097.082,2077.279,2079.614,2086.788,2090.601,2092.061,2.597,0.042,78.93,16.75,0.1096774194,4.968
1507542494.83565,2051.941,2075.566,2068.129,2061.286,2057.914,2640.363,2.571,0,78.93,16.75,0,4.929
1507542494.84747,1052.558,2399.579,1049.748,2161.418,2129.449,2094.638,2.542,0.039,78.93,16.75,0.0870967742,4.968
1507542494.85924,2063.314,2076.662,2063.584,2063.787,2085.404,2084.23,2.571,0,78.93,16.75,0.0290322581,4.929
1507542494.87107,2109.386,2107.337,2115.984,2110.306,1044.711,2518.093,2.526,0,78.93,16.75,0,4.968
1507542494.88298,1047.127,2263.521,2296.739,2110.873,2082.436,2082.436,2.542,0.042,78.93,16.75,0.1,4.955
1507542494.8948,2116.269,2117.694,2122.265,2112.077,2057.645,2058.453,2.571,0,78.93,16.75,0,4.994
1507542494.90663,2091.714,2095.266,2090.254,2098.201,1051.292,2388.193,2.565,0.045,78.93,16.75,0.1064516129,4.929
1507542494.91841,2246.467,2075.566,2115.06,2062.975,2059.868,2052.008,2.558,0,78.93,16.75,0.0096774194,4.994
1507542494.93028,2164.541,2097.292,2094.708,2112.645,2113.212,2088.797,2.523,0.003,78.93,16.75,0,4.942
1507542494.94233,2092.896,2074.676,2066.092,2715.932,1046.326,2315.504,2.552,0.032,78.93,16.75,0.0903225806,5.006
1507542494.95417,2237.439,2110.589,2120.406,2099.952,2120.406,2132.191,2.555,0,78.93,16.75,0,4.955
1507542494.96602,2084.782,2075.292,2086.234,2111.156,2096.733,2096.733,2.568,0.042,78.93,16.75,0.1064516129,4.968
1507542494.97785,2065.82,2074.95,2061.894,2497.105,1034.847,2162.607,2.561,0,78.93,16.75,0,4.955
1507542494.98966,2112.432,2107.69,2098.481,2103.533,1034.847,2097.012,2.577,0.013,78.93,16.75,0.0225806452,4.903
1507542495.00145,2066.635,2075.498,2081.885,2091.435,1034.847,2083.057,2.603,0.016,78.93,16.75,0.0741935484,4.942
1507542495.01338,2115.984,2660.91,1046.239,2474.418,1046.605,2123.483,2.603,0,78.93,16.75,0,4.916
1507542495.02517,2093.802,2077.554,2088.866,2086.788,2101.987,2084.506,2.542,0.045,78.93,16.75,0.1161290323,4.955
1507542495.03698,2057.04,2062.705,2060.948,2062.164,2060.206,1908.873,2.568,0,78.93,16.75,0,4.929
1507542495.04888,1053.739,2547.973,1053.598,2299.173,2232.438,2097.641,2.532,0.026,78.93,16.75,0.0483870968,4.929
1507542495.06066,2065.549,2110.306,2062.434,2075.566,2063.855,2082.712,2.574,0.013,78.93,16.75,0.0580645161,4.929
1507542495.07259,2104.94,2108.821,2126.138,2112.361,2111.51,2711.951,2.565,0,78.93,16.75,0,4.955
1507542495.08437,1047.563,2352.914,1045.37,2188.485,2102.9,2081.885,2.558,0.048,78.93,16.75,0.1129032258,4.916
1507542495.09621,2120.191,2111.51,2117.409,2113.283,2120.406,2065.278,2.545,0,78.93,16.75,0,4.968
1507542495.10837,2090.254,2095.266,2079.339,2099.111,2096.733,2695.915,2.532,0.029,78.93,16.75,0.0612903226,4.929
1507542495.12026,1038.211,2375.3,1040.151,2129.521,2083.609,2054.554,2.594,0.006,78.93,16.75,0.0516129032,4.968
1507542495.13207,1038.211,2096.733,1040.151,2098.761,2103.462,2126.713,2.558,0,78.93,16.75,0,4.929
1507542495.14392,1038.211,2075.292,1040.151,2083.954,2080.783,2512.562,2.561,0.042,78.93,16.75,0.1096774194,4.981
1507542495.15575,1043.55,2229.116,2259.375,2112.077,2133.131,2118.335,2.565,0,78.93,16.75,0,4.916
1507542495.16753,1043.55,2078.721,2088.866,2087.688,2097.012,2095.825,2.542,0.035,78.93,16.75,0.1064516129,4.994
1507542495.17935,2055.628,2069.558,2061.016,2061.286,1035.205,2325.26,2.555,0,78.93,16.75,0.0290322581,4.903
1507542495.19117,2289.801,2120.763,2160.157,2100.793,1035.205,2099.391,2.581,0,78.93,16.75,0,5.032
1507542495.20301,2062.434,2070.103,2065.278,2084.23,1035.205,2080.164,2.594,0.032,78.93,16.75,0.0967741935,4.942
1507542495.21483,2116.839,2115.06,2118.335,2590.142,1045.006,2226.512,2.565,0,78.93,16.75,0,4.916
1507542495.22665,2148.941,2078.103,2088.589,2086.234,2085.335,2083.333,2.568,0.039,78.93,16.75,0.1064516129,4.942
1507542495.23842,2116.91,2074.129,2061.016,2058.992,2057.04,2059.531,2.529,0,78.93,16.75,0.0064516129,4.903
1507542495.25027,2092.34,2717.809,1050.923,2487.626,1054.923,2141.043,2.558,0.01,78.93,16.75,0.0032258065,4.955
1507542495.2621,2063.855,2076.114,2074.129,2058.79,2051.138,2059.868,2.565,0.029,78.93,16.75,0.0870967742,4.929
1507542495.27388,2090.879,2108.538,2107.055,2117.409,2131.541,2120.191,2.558,0,78.93,16.75,0,4.955
1507542495.2857,2095.894,2465.497,1046.901,2291.802,2202.274,2086.511,2.555,0.045,78.93,16.75,0.1129032258,4.903
1507542495.29747,2114.775,2122.265,2126.138,2110.023,2118.621,2060.206,2.519,0,78.93,16.75,0,4.955
1507542495.30928,2082.16,2100.232,2091.783,2099.952,2088.589,2633.841,2.523,0.016,78.93,16.75,0.0322580645,4.916
1507542495.3211,1040.082,2294.31,1036.774,2089.976,2058.723,2061.826,2.565,0.019,78.93,16.75,0.064516129,4.981
1507542495.33302,1040.082,2078.721,1036.774,2097.082,2090.879,2129.16,2.51,0,78.93,16.75,0,4.929
1507542495.34482,1040.082,2097.292,1036.774,2078.377,2085.059,2457.888,2.584,0.048,78.93,16.75,0.1161290323,4.981
1507542495.35663,1041.235,2182.109,2228.168,2110.023,2127.648,2115.06,2.574,0,78.93,16.75,0,4.968
1507542495.36839,1041.235,2077.279,2089.768,2098.481,2100.583,2093.245,2.577,0.026,78.93,16.75,0.0612903226,5.019
1507542495.38021,2055.091,2073.787,2058.992,2652.608,1032.486,2263.847,2.6,0.006,78.93,16.75,0.0483870968,4.955
1507542495.39204,2208.458,2101.987,2109.669,2097.921,1032.486,2096.174,2.568,0,78.93,16.75,0,4.955
1507542495.40382,2062.164,2074.129,2064.397,2082.436,1032.486,2079.545,2.535,0.039,78.93,16.75,0.1064516129,4.955
1507542495.41571,2112.999,2758.322,2106.42,2523.547,1044.502,2167.972,2.574,0,78.93,16.75,0,4.903
1507542495.42748,2101.425,2077.828,2087.688,2086.788,2092.618,2091.783,2.561,0.035,78.93,16.75,0.0870967742,4.955
1507542495.43926,2118.05,2064.126,2059.599,2060.476,2057.847,2048.6,2.552,0,78.93,16.75,0.0290322581,4.929
1507542495.45107,2084.506,2568.465,1052.03,2360.329,2282.407,2095.266,2.558,0,78.93,16.75,0,4.955
1507542495.463,2066.974,2074.95,2063.584,2061.286,2057.107,2083.333,2.581,0.039,78.93,16.75,0.1,4.942
1507542495.47485,2108.75,2109.104,2117.124,2111.794,2108.467,2824.32,2.535,0,78.93,16.75,0,4.968
1507542495.48684,1043.117,2473.251,1043.775,2229.511,2178.029,2087.965,2.529,0.045,78.93,16.75,0.1,4.929
1507542495.49867,2116.269,2107.337,2099.041,2108.821,2127.936,2059.262,2.581,0,78.93,16.75,0.0161290323,4.968
1507542495.51052,2085.612,2096.733,2105.292,2099.391,2097.082,2701.239,2.548,0,78.93,16.75,0,4.942
1507542495.52244,1039,2384.753,1037.116,2167.002,2100.513,2060.408,2.545,0.032,78.93,16.75,0.0935483871,4.981
1507542495.53423,1039,2094.987,1037.116,2097.012,2085.404,2119.549,2.535,0,78.93,16.75,0,4.942
1507542495.54605,1039,2075.84,1037.116,2078.995,2088.519,2512.964,2.584,0.045,78.93,16.75,0.1096774194,4.968
1507542495.55786,1040.357,2232.517,2280.67,2113.283,2110.306,2119.263,2.532,0,78.93,16.75,0,4.968
1507542495.56971,1041.166,2495.421,1041.511,2259.051,1993.617,2070.103,2.555,0.006,79.264,16.75,0.0161290323,4.994
1507542495.5819,2069.83,2071.807,2058.184,2057.04,1063.231,2481.837,2.529,0.029,79.264,16.75,0.0870967742,4.942
1507542495.59417,1055.065,2359.974,1051.538,2142.502,2122.265,2095.825,2.587,0,79.264,16.75,0,4.981
1507542495.60611,2064.126,2072.421,2058.79,2061.286,2046.934,2086.234,2.59,0.042,79.264,16.75,0.1096774194,4.929
1507542495.61796,2110.589,2101.987,2089.421,2109.457,2132.48,2549.316,2.532,0,79.264,16.75,0,4.981
1507542495.62983,1045.874,2283.484,1051.151,2075.498,2081.265,2087.411,2.548,0.013,79.264,16.75,0.0161290323,4.955
1507542495.64163,2116.269,2106.985,2130.963,2109.74,2058.184,2060.138,2.577,0.019,79.264,16.75,0.0806451613,4.994
1507542495.65354,2090.879,2098.481,2087.965,2096.104,1053.228,2450.994,2.558,0,79.264,16.75,0,4.955
1507542495.66536,1034.915,2120.763,2145.57,2064.668,2057.578,2059.599,2.606,0.045,79.264,16.75,0.1129032258,5.006
1507542495.67715,1034.915,2090.879,2094.081,2110.306,2108.821,2116.269,2.548,0,79.264,16.75,0,4.955
1507542495.68899,1034.915,2070.375,2083.057,2654.399,1044.711,2266.865,2.558,0.019,79.264,16.75,0.0451612903,5.019
1507542495.70078,2180.218,2112.077,2120.763,2117.979,2134.361,2121.621,2.529,0.013,79.264,16.75,0.0612903226,4.968
1507542495.71263,2103.181,2092.34,2087.065,2094.429,2091.992,2092.896,2.523,0,79.264,16.75,0,4.89
1507542495.72447,2057.309,2683.381,2059.868,2457.024,1035.136,2114.775,2.558,0.048,79.264,16.75,0.1161290323,4.955
1507542495.73623,2094.708,2093.523,2089.144,2089.144,1035.136,2082.16,2.548,0,79.264,16.75,0,4.903
1507542495.74806,2063.517,2076.388,2084.161,2077.828,2069.558,2092.618,2.523,0.032,79.264,16.75,0.0741935484,4.968
1507542495.75992,2110.873,2529.432,1044.728,2332.415,2235.531,2108.538,2.555,0.006,79.264,16.75,0.0419354839,4.929
1507542495.77171,2094.987,2075.498,2085.957,2085.335,2091.157,2104.659,2.571,0,79.264,16.75,0,4.968
1507542495.78362,2054.756,2072.967,2059.868,2060.476,2059.059,2683.381,2.584,0.042,79.264,16.75,0.1032258065,4.916
1507542495.79546,1052.118,2463.47,1051.977,2205.903,2161.715,2094.429,2.561,0,79.264,16.75,0,4.981
1507542495.80725,2070.648,2076.731,2062.705,2052.543,2059.599,2082.436,2.587,0.039,79.264,16.75,0.0935483871,4.955
1507542495.81909,2109.104,2098.761,2116.554,2120.692,2077.005,2513.466,2.594,0,79.264,16.75,0.0258064516,4.981
1507542495.83097,1046.831,2284.148,1044.208,2086.857,2082.505,2089.421,2.574,0,79.264,16.75,0,4.955
1507542495.84283,2118.621,2107.902,2108.821,2108.821,2057.04,2059.059,2.552,0.032,79.264,16.75,0.0967741935,4.994
1507542495.85466,2090.324,2107.055,2094.638,2098.761,1053.951,2435.811,2.577,0,79.264,16.75,0,4.968
1507542495.86646,1033.912,2123.483,2148.061,2070.648,2058.723,2059.868,2.545,0.048,79.264,16.75,0.1032258065,5.032
1507542495.87843,1033.912,2094.987,2093.523,2109.74,2109.457,2113.283,2.542,0,79.264,16.75,0.0064516129,4.942
1507542495.89032,1033.912,2065.21,2076.388,2734.702,1045.944,2345.196,2.597,0.003,79.264,16.75,0.0032258065,5.032
1507542495.9022,2287.303,2110.023,2134.071,2108.821,2132.769,2117.694,2.577,0.029,79.264,16.75,0.0870967742,4.981
1507542495.914,2090.601,2078.446,2085.681,2098.761,2093.523,2092.061,2.539,0,79.264,16.75,0,5.006
1507542495.92582,2062.434,2073.514,2059.868,2517.187,1031.217,2160.453,2.526,0.048,79.264,16.75,0.1161290323,4.968
1507542495.93764,2119.834,2095.545,2105.292,2106.702,1031.217,2097.082,2.555,0,79.264,16.75,0,4.89
1507542495.94944,2058.723,2074.403,2081.885,2074.403,1031.217,2080.164,2.552,0.01,79.264,16.75,0.0290322581,4.968
1507542495.96128,2107.055,2639.476,1042.823,2416.259,1044.849,2129.16,2.545,0.023,79.264,16.75,0.0709677419,4.929
1507542495.97312,2095.615,2066.16,1042.823,2093.245,2078.995,2081.334,2.545,0,79.264,16.75,0,4.981
1507542495.98492,2042.15,2084.782,2053.951,2067.246,2059.868,2061.286,2.535,0.045,79.264,16.75,0.1129032258,4.929
1507542495.9968,1052.488,2507.555,1054.251,2262.381,2196.584,2095.894,2.6,0,79.264,16.75,0,4.968
1507542496.0086,2046.668,2084.506,2058.992,2061.826,2048.867,2077.554,2.558,0.029,79.264,16.75,0.0548387097,4.955
1507542496.02049,2123.77,2108.821,2118.05,2111.794,2129.521,2671.872,2.574,0.006,79.264,16.75,0.0548387097,4.968
1507542496.03258,1045.805,2423.239,1044.346,2209.079,2141.918,2082.781,2.568,0,79.264,16.75,0,4.955
1507542496.04442,2117.48,2109.457,2118.621,2104.377,2114.136,2060.408,2.555,0.048,79.264,16.75,0.1129032258,4.968
1507542496.05636,2090.601,2095.266,2090.046,2102.057,2102.619,2645.025,2.574,0,79.264,16.75,0,4.955
1507542496.06821,1036.415,2309.13,1036.33,2095.545,2061.556,2062.975,2.532,0.032,79.264,16.75,0.0677419355,4.994
1507542496.08011,1036.415,2093.245,1036.33,2098.551,2105.011,2115.344,2.548,0,79.264,16.75,0.0451612903,4.929
1507542496.09205,1036.415,2077.554,1036.33,2085.612,2080.714,3094.057,2.558,0,79.264,16.75,0,4.981
1507542496.10409,1044.641,2343.71,1044.624,2124.631,2122.838,2116.839,2.581,0.045,79.264,16.75,0.1096774194,4.942
1507542496.116,1991.723,2081.609,2084.782,2093.802,2083.333,2097.921,2.59,0,79.264,16.75,0,4.994
1507542496.12799,2165.435,2068.945,2048.934,2059.599,2059.059,2512.562,2.523,0.035,79.264,16.75,0.0741935484,4.955
1507542496.13994,1052.048,2329.91,1055.808,2109.104,2096.453,2096.174,2.542,0.003,79.264,16.75,0.0451612903,4.994
1507542496.15177,2190.085,2075.566,2066.703,2062.975,2081.609,2081.885,2.561,0,79.264,16.75,0,4.955
1507542496.16379,2110.943,2105.856,2116.839,2109.104,1044.346,2544.47,2.594,0.045,79.264,16.75,0.1064516129,4.994
1507542496.17572,1046.744,2271.694,1043.844,2117.124,2080.164,2080.714,2.516,0,79.264,16.75,0,4.955
1507542496.18761,2115.344,2110.589,2121.049,2113.212,2059.531,2060.408,2.542,0.035,79.264,16.75,0.0838709677,5.006
1507542496.1995,2092.061,2094.708,2089.421,2095.894,1053.386,2463.084,2.542,0,79.264,16.75,0.0419354839,4.968
1507542496.21163,1038.417,2266.865,1037.201,2099.672,2068.129,2023.236,2.552,0,79.264,16.75,0,4.981
1507542496.22368,1038.417,2094.429,1037.201,2098.481,2097.012,2159.786,2.597,0.039,79.264,16.75,0.1096774194,4.942
1507542496.23563,1038.417,2077.828,1037.201,2085.059,2078.721,2517.589,2.558,0,79.264,16.75,0,4.955
1507542496.24776,1043.048,2309.13,2319.773,2136.1,2123.412,2118.05,2.584,0.035,79.264,16.75,0.0806451613,4.968
1507542496.25963,1043.048,2077.005,2086.511,2119.906,2084.782,2094.917,2.542,0,79.264,16.75,0.0387096774,4.994
1507542496.27158,2050.804,2074.129,2060.138,2061.556,2058.723,2500.777,2.548,0,79.264,16.75,0,4.968
1507542496.28358,1053.087,2329.91,1052.699,2117.124,2092.34,2097.082,2.535,0.042,79.264,16.75,0.1064516129,4.981
1507542496.29545,2065.549,2074.403,2062.705,2061.826,2089.699,2083.885,2.552,0,79.264,16.75,0,4.955
1507542496.30735,2105.856,2110.023,2118.335,2109.74,1044.572,2525.269,2.542,0.042,79.264,16.75,0.0903225806,5.006
