t,dr,fdr,cra,crb,pv,T,Vpz
1504007716.554849, 0.135, 0.625, 1.534, 1.534, 106, 17.187, 0.8701171875 
1504007717.474830, 0.203, 0.699, 1.492, 1.476, 2, 17.187, 0.837890625 
1504007718.394812, 0.799, 0.722, 1.518, 1.502, 0, 17.187, 0.87333984375 
1504007719.314974, 0.735, 0.058, 1.492, 1.473, 3, 17.187, 0.8701171875 
1504007720.244827, 0.180, 0.677, 1.534, 1.502, 3, 17.187, 0.89267578125 
1504007721.164831, 0.719, 0.039, 1.476, 1.473, 4, 17.187, 0.8830078125 
1504007722.084818, 0.699, 0.016, 1.502, 1.476, 3, 17.187, 0.89267578125 
1504007723.004910, 0.786, 0.802, 1.476, 1.470, 5, 17.187, 0.89267578125 
1504007723.924944, 0.203, 0.780, 1.473, 1.476, 5, 17.187, 0.8830078125 
1504007724.844896, 0.074, 0.725, 1.627, 1.647, 22, 17.187, 0.97646484375 
1504007725.764934, 0.068, 0.184, 1.473, 1.473, 6, 17.187, 0.89267578125 
1504007726.684625, 0.738, 0.699, 1.534, 1.511, 32, 17.187, 0.941015625 
1504007727.604552, 0.648, 0.148, 1.560, 1.563, 7, 17.187, 0.95712890625 
1504007728.524837, 0.184, 0.686, 1.553, 1.534, 24, 17.187, 0.9603515625 
1504007729.444851, 0.777, 0.735, 1.473, 1.470, 8, 17.187, 0.93134765625 
1504007730.364823, 0.180, 0.677, 1.511, 1.492, 10, 17.187, 0.95712890625 
1504007731.285007, 0.193, 0.635, 1.595, 1.602, 9, 17.187, 0.95712890625 
1504007732.204810, 0.029, 0.068, 1.508, 1.502, 101, 17.187, 0.8830078125 
1504007733.124848, 0.831, 0.632, 1.624, 1.605, 10, 17.187, 0.8830078125 
1504007734.044759, 0.648, 0.754, 1.511, 1.534, 10, 17.187, 0.85400390625 
1504007734.964890, 0.751, 0.754, 1.647, 1.637, 80, 17.187, 0.9345703125 
1504007735.884833, 0.822, 0.200, 1.602, 1.602, 11, 17.187, 0.889453125 
1504007736.804812, 0.625, 0.728, 1.544, 1.534, 61, 17.187, 0.8830078125 
1504007737.744861, 0.728, 0.677, 1.647, 1.576, 12, 17.187, 0.89912109375 
1504007738.664801, 0.184, 0.693, 1.508, 1.502, 56, 17.187, 0.89267578125 
1504007739.585043, 0.828, 0.828, 1.560, 1.579, 13, 17.187, 0.89267578125 
1504007740.504815, 0.754, 0.738, 1.550, 1.534, 73, 17.187, 0.915234375 
1504007741.424832, 0.168, 0.129, 1.473, 1.473, 14, 17.125, 0.92490234375 
1504007742.344826, 0.819, 0.064, 1.457, 1.492, 2, 17.187, 0.89267578125 
1504007743.264902, 0.129, 0.006, 1.576, 1.576, 15, 17.187, 0.94423828125 
1504007744.184773, 0.748, 0.754, 1.508, 1.502, 16, 17.187, 0.93134765625 
1504007745.104972, 0.106, 0.735, 1.550, 1.550, 0, 17.187, 0.97646484375 
1504007746.025074, 0.715, 0.039, 1.492, 1.502, 16, 17.187, 0.9216796875 
1504007746.944808, 0.180, 0.680, 1.511, 1.511, 29, 17.187, 0.941015625 
1504007747.864888, 0.116, 0.648, 1.605, 1.598, 17, 17.187, 0.941015625 
1504007748.784800, 0.667, 0.712, 1.508, 1.502, 107, 17.187, 0.93134765625 
1504007749.704870, 0.828, 0.751, 1.576, 1.582, 18, 17.187, 0.8830078125 
1504007750.624844, 0.812, 0.006, 1.544, 1.518, 127, 17.187, 0.8830078125 
1504007751.544851, 0.857, 0.790, 1.605, 1.605, 19, 17.187, 0.87333984375 
1504007752.464775, 0.735, 0.802, 1.534, 1.502, 63, 17.187, 0.87333984375 
1504007753.384884, 0.003, 0.110, 1.492, 1.492, 20, 17.187, 0.8830078125 
1504007754.304814, 0.026, 0.029, 1.502, 1.492, 21, 17.187, 0.89267578125 
1504007755.240064, 0.686, 0.725, 1.518, 1.502, 0, 17.187, 0.915234375 
1504007756.164803, 0.719, 0.055, 1.502, 1.502, 21, 17.187, 0.87978515625 
1504007757.084844, 0.677, 0.728, 1.511, 1.534, 127, 17.187, 0.915234375 
1504007758.004860, 0.648, 0.200, 1.502, 1.476, 22, 17.187, 0.85400390625 
1504007758.924769, 0.715, 0.751, 1.553, 1.547, 33, 17.125, 0.8830078125 
1504007759.844845, 0.812, 0.709, 1.563, 1.576, 23, 17.187, 0.8830078125 
1504007760.764785, 0.738, 0.003, 1.560, 1.511, 19, 17.187, 0.85400390625 
1504007761.684848, 0.802, 0.064, 1.492, 1.473, 24, 17.125, 0.837890625 
1504007762.604849, 0.029, 0.081, 1.476, 1.492, 82, 17.187, 0.812109375 
1504007763.554887, 0.119, 0.048, 1.534, 1.518, 25, 17.187, 0.82177734375 
1504007764.474867, 0.026, 0.203, 1.479, 1.473, 80, 17.187, 0.8185546875 
1504007765.394869, 0.719, 0.097, 1.605, 1.605, 128, 17.187, 0.85400390625 
1504007766.314815, 0.135, 0.184, 1.476, 1.476, 26, 17.187, 0.812109375 
1504007767.234852, 0.000, 0.780, 1.502, 1.518, 70, 17.187, 0.8314453125 
1504007768.164831, 0.171, 0.151, 1.470, 1.470, 27, 17.187, 0.8185546875 
1504007769.084844, 0.770, 0.780, 1.518, 1.534, 76, 17.187, 0.837890625 
1504007770.004865, 0.857, 0.715, 1.553, 1.547, 28, 17.187, 0.85400390625 
1504007770.924869, 0.780, 0.780, 1.534, 1.511, 53, 17.187, 0.8314453125 
1504007771.845091, 0.722, 0.048, 1.473, 1.473, 29, 17.187, 0.82177734375 
1504007772.784809, 0.777, 0.132, 1.502, 1.502, 42, 17.187, 0.82177734375 
1504007773.704866, 0.780, 0.777, 1.550, 1.534, 30, 17.187, 0.837890625 
1504007774.624793, 0.068, 0.058, 1.560, 1.544, 15, 17.187, 0.85078125 
1504007775.544854, 0.738, 0.751, 1.518, 1.534, 128, 17.187, 0.85078125 
1504007776.464780, 0.068, 0.090, 1.470, 1.473, 31, 17.187, 0.85078125 
1504007777.385567, 0.786, 0.812, 1.518, 1.511, 98, 17.187, 0.8830078125 
1504007778.314855, 0.648, 0.200, 1.550, 1.540, 32, 17.187, 0.837890625 
1504007779.234808, 0.058, 0.815, 1.511, 1.502, 125, 17.187, 0.837890625 
1504007780.154806, 0.935, 0.838, 1.576, 1.579, 33, 17.187, 0.85078125 
1504007781.074756, 0.699, 0.026, 1.540, 1.534, 0, 17.187, 0.8572265625 
1504007781.994838, 0.148, 0.090, 1.563, 1.576, 34, 17.187, 0.8572265625 
1504007782.914793, 0.767, 0.110, 1.502, 1.473, 27, 17.187, 0.8314453125 
1504007783.834823, 0.068, 0.761, 1.560, 1.553, 0, 17.187, 0.8572265625 
1504007784.754749, 0.712, 0.790, 1.511, 1.492, 6, 17.187, 0.85078125 
1504007785.674833, 0.029, 0.770, 0.851, 1.647, 0, 17.187, 0.8830078125 
1504007786.594755, 0.812, 0.645, 1.473, 1.473, 1, 17.187, 0.82177734375 
