t,dr,fdr,cra,crb,pv,T,Vpz
1504008658.184849, 0.944, 0.883, 1.511, 1.492, 128, 17.500, 0.812109375 
1504008659.104853, 1.492, 0.857, 1.605, 1.534, 22, 17.500, 0.812109375 
1504008660.024818, 0.777, 0.899, 1.492, 1.476, 128, 17.500, 0.8185546875 
1504008660.944780, 0.857, 0.773, 1.624, 1.605, 128, 17.500, 0.8314453125 
1504008661.864835, 0.915, 1.028, 1.544, 1.534, 39, 17.500, 0.80244140625 
1504008662.784818, 0.026, 0.677, 1.492, 1.470, 128, 17.500, 0.80244140625 
1504008663.704878, 1.476, 1.009, 1.547, 1.560, 51, 17.500, 0.82177734375 
1504008664.624859, 0.735, 0.699, 1.560, 1.563, 128, 17.500, 0.8314453125 
1504008665.554858, 1.457, 1.028, 1.508, 1.502, 128, 17.500, 0.8185546875 
1504008666.474866, 0.719, 0.831, 1.502, 1.492, 128, 17.500, 0.8185546875 
1504008667.394829, 0.941, 0.944, 1.511, 1.518, 128, 17.500, 0.82177734375 
